Provider,Amount
KURESOI HEALTH CENTRE,"600,000.00"
KUTAYU HEALTH CENTRE,"40,000.00"
KUTULO HEALTH CENTER,"130,000.00"
KUTUS HEALTH CENTRE,"100,000.00"
KUVASALI HEALTH CENTRE,"50,000.00"
KWA NEEMA MEDICAL SERVICES,"50,000.00"
KWALE HEALTH CENTRE,"140,000.00"
KWALE SUB-COUNTY REFERRAL HOSPITAL,"1,682,980.00"
KWANZA SUB-COUNTY HOSPITAL,"452,300.00"
KWOYO HEALTH CENTRE,"30,000.00"
KYAANI DISPENSARY,"220,000.00"
KYAMBEKE DISPENSARY,"270,000.00"
KYANGANDA DISPENSARY,"30,000.00"
KYANGUNGA HEALTH CENTRE,"60,000.00"
KYELENI HEALTH CENTRE,"100,000.00"
KYENZENZENI DISPENSARY,"40,000.00"
KYUASINI HEALTH CENTRE,"100,000.00"
KYUSO NEEMA MEDICAL HEALTH SERVICES,"40,000.00"
KYUSO SUB COUNTY HOSPITAL,"569,999.00"
LADNAN HOSPITAL,"2,409,940.05"
LADNAN HOSPITAL WAJIR,"255,600.00"
LADOPHARMA MEDICAL CENTRE-MASARA LTD,"49,800.00"
LADOPHARMA NURSING HOME LIMITED,"20,000.00"
LAFALEY DISPENSARY,"250,000.00"
LAGSURE DISPENSARY,"80,000.00"
Lagsure Nursing Home LTD,"20,000.00"
LAILA MEDICAL CENTRE,"210,000.00"
LAISAMIS CATHOLIC HOSPITAL,"60,000.00"
LAISAMIS SUB COUNTY HOSPITAL,"550,000.00"
LAKESIDE INTEGRATED MEDICAL SERVICES,"50,000.00"
LAKEVIEW HOSPITAL LIMITED,"180,000.00"
LAMAIWE DISPENSARY,"30,000.00"
LAMU COUNTY REFERRAL HOSPITAL,"926,500.00"
LAMURIA HEALTH CENTRE,"130,000.00"
LANBIB DISPENSARY,"120,000.00"
LANET HEALTH CENTRE,"1,020,000.00"
LANGAS RACECOURSE NURSING HOME,"70,000.00"
LANGI KODERA HEALTH CENTRE,"210,000.00"
LANGONI HOSPITAL LTD,"10,000.00"
LAPKEYET BETALIFE MEDICAL LIMITED,"90,000.00"
LEBEN MEDICAL SERVICE,"40,000.00"
LEGACY FAMILY HEALTH OPTION MULOT,"170,000.00"
LELBOINET HEALTH CENTRE,"60,000.00"
LELMOLOK NURSING HOME,"30,000.00"
LEMORUNG'ENY DISPENSARY,"60,000.00"
LEMOTIT DISPENSARY,"20,000.00"
LENGO MEDICAL CLINIC,"320,000.00"
LESHAU PONDO HEALTH CENTRE,"90,000.00"
LESHUTA DISPENSARY_,"80,000.00"
LESSOS HEALTH CENTRE,"680,000.00"
LETEA HEALTH CENTRE,"150,000.00"
LIANAS MEDICAL CENTRE,"150,000.00"
LIDHA DISPENSARY,"120,000.00"
LIFE POINT HOSPITAL,"520,000.00"
LIFECARE HOSPITAL LIMITED-KIKUYU,"538,600.00"
LIFECARE HOSPITAL LIMITED-MERU,"1,224,950.00"
LIFECARE HOSPITAL-ELDORET LIMITED,"6,159,723.19"
LIHANDA HEALTH CENTRE,"100,000.00"
LIKII DISPENSARY,"10,000.00"
LIKINDU HEALTH CENTRE,"610,000.00"
LIKONI CATHOLIC HOSPITAL,"40,000.00"
LIKONI SUB-COUNTY HOSPITAL,"300,000.00"
LIMURU COTTAGE HOSPITAL KENTMERE ANNEX,"30,000.00"
LIMURU COTTAGE HOSPITAL MATERNITY ANNEX,"60,000.00"
LIMURU HEALTH CENTRE,"240,000.00"
LIMURU NURSING HOME,"740,000.00"
LIMURU VALLEY-MED DIAGNOSTIC CENTER LIMITED,"460,000.00"
LION OF JUDAH MEDICAL CENTRE,"30,000.00"
LISA HOSPITAL LIMITED,"240,000.00"
LITTLE SISTERS OF ST. FRANCIS- ST. CLARE MEDIC,"180,000.00"
LIVING ROOM INTERNATIONAL,"420,000.00"
LOBEI HEALTH CENTRE,"480,000.00"
LOCHOREMOIT DISPENSARY,"140,000.00"
Lochwaangikamatak Dispensary,"110,000.00"
LODWAR HILLS HOSPITAL MEDICAL CENTRE,"50,000.00"
LODWAR TUMAINI MEDICAL SERVICES,"10,000.00"
LOKABURU DISPENSARY,"70,000.00"
LOKICHAR SUB COUNTY HOSPITAL,"180,000.00"
LOKIRIAMA DISPENSARY,"90,000.00"
LOKORE DISPENSARY-TURKANA,"100,000.00"
LOKORI SUB-COUNTY HOSPITAL,"330,000.00"
LOKWII DISPENSARY,"480,000.00"
LOLKUTA NORTH DISPENSARY,"60,000.00"
LOMEKWI DISPENSARY,"80,000.00"
LOMIL DISPENSARY,80000
LONDON MEDICAL & DIALYSIS CENTRE LIMITED,1639021
LOODARIAK DISPENSARY,140000
Lopedur Dispensary,430000
LORENG\\'ELUP DISPENSARY,30000
LORENZA MEDICAL CENTRE,20000
LORIEN DISPENSARY,20000
LORUGUM SUB-COUNTY HOSPITAL,240000
Loruth Dispensary,100000
LOWER SOLAI HEALTH CENTRE,160000
LUIZ HOASIS MEDICAL CENTRE EBATE,10000
LUKHOKHWE DISPENSARY,20000
LUKHOME DISPENSARY,410000
LUKOHE HEALTH CENTRE,70000
LUKOLIS MODEL HEALTH CENTRE,730000
LUKUSI DISPENSARY,430000
LULIS HEALTH CENTRE,120000
LUMINO NURSING AND MATERNITY HOME,90000
LUMUMBA SUB-COUNTY HOSPITAL,1346000
LUNAKWE DISPENSARY,550000
LUNG\\'ANYIRO MODEL HEALTH CENTRE,510000
LUNYITO DISPENSARY,70000
LUPIDA HEALTH CENTRE,460000
LURARE DISPENSARY,130000
LUSHEYA HEALTH CENTRE,360000
LUSIGETTI SUB COUNTY HOSPITAL,460000
LUTSANGANI DISPENSARY,310000
LUUCHO DISPENSARY,660000
LUUYA HEALTH CENTRE,780000
LWALA COMMUNITY HEALTH CENTRE,1304480
LWANDA DISPENSARY,30000
LWANDA HEALTH CENTRE,480000
LWANDA KOBITA DISPENSARY,30000
LWANDANYI HEALTH CENTRE,340000
LWENYA DISPENSARY,10000
LYANAGINGA HEALTH CENTRE,20000
LYDIA MEMORIAL KEY MEDICAL CENTER LIMITED,10000
LYNDAH - CARE MEDICAL CLINIC,20000
LYSON MANYATTA MEDICAL &amp; LABORATORY S,139999
MAAI MAHIU HEALTH CENTRE,230000
MAALIMIN DISPENSARY,40000
MABOLE HEALTH CENTRE,79950
MABUSI HEALTH CENTRE,730000
MACCABEES HEALTHCARE LIMITED,70000
MACHAKHA DISPENSARY,270000
MACHESA DISPENSARY,10000
MACHURURIATI DISPENSARY,10000
MACHWELE FRIENDS DISPENSARY,"27,000.00"
MADAMANI DISPENSARY,"60,000.00"
MADENDE MODEL HEALTH CENTRE,"210,000.00"
MADIANY SUB-COUNTY HOSPITAL,"360,000.00"
MADOGO HEALTH CENTRE,"1,970,000.00"
MADUNGUNI DISPENSARY,"210,000.00"
MAENDELEO HEALTH SERVICES,"310,000.00"
MAGDAK MATERNITY HOSPITAL LIMITED,"10,000.00"
MAGUTUNI SUB-COUNTY HOSPITAL,"362,033.00"
MAGWALAND HEALTHCARE,"80,000.00"
MAHAYA HEALTH CENTRE,"160,000.00"
MAIDA HEALTHCARE LIMITED,"127,800.00"
MAIELLLA HEALTH CENTRE,"60,000.00"
MAILWA DISPENSARY,"20,000.00"
MAIMOON HOSPITAL,"10,000.00"
MAJABU MEDICAL CENTRE,"50,000.00"
MAKADARA HEALTH CARE AND MATERNITY HOME,"120,000.00"
MAKADARA HOSPITAL,"190,000.00"
MAKANZANI DISPENSARY,"20,000.00"
MAKHONGE DISPENSARY,"210,000.00"
MAKHONGE HEALTH CENTRE,"260,000.00"
MAKINDU MEDICAL CENTRE,"240,000.00"
MAKINDU SUB-COUNTY HOSPITAL,"1,350,000.00"
MAKOROR HEALTH CENTRE,"90,000.00"
MAKUENI COUNTY REFERRAL HOSPITAL,"11,422,536.00"
MAKUYU HEALTH CENTRE,"900,000.00"
MALAKISI HEALTH CENTRE,"760,000.00"
MALANGA HEALTH CENTRE,"300,000.00"
MALAVA SUB COUNTY HOSPITAL,"2,910,000.00"
MALEKHA DISPENSARY,"50,000.00"
MALIFISA HOSPITAL LIMITED,"10,000.00"
MALINDI SUB-COUNTY HOSPITAL,"74,550.00"
MALKAMARI DISPENSARY,"170,000.00"
MALKIA WINGS MEDICAL HOSPITAL,"140,000.00"
MALONGO DISPENSARY,"260,000.00"
MAMA ABIGAIL SMART CLINIC,"60,000.00"
MAMA BIRITA HOSPITAL LIMITED,"324,950.00"
MAMA NURSING HOME KABABU,"30,000.00"
MAMAS NURSING HOME- RIAT,"10,000.00"
MAMBRUI DISPENSARY,"40,000.00"
MAMO MEMORIAL HOSPITAL,"10,000.00"
MANANA MEDICARE,"10,000.00"
MANDERA COUNTY REFERRAL HOSPITAL,"1,342,900.00"
MANDERA DRUG MART MEDICAL CLINIC LIMITED,"20,000.00"
MANG\\'ALA DISPENSARY,"30,000.00"
MANG\\'U DISPENSARY,"270,000.00"
MANOTI TUMAINI MEDICAL CENTRE,"10,000.00"
MANSA HEALTH CENTRE,"140,000.00"
MANUNGA HEALTH CENTRE,"640,000.00"
MANYALA SUB COUNTY HOSPITAL,"130,000.00"
MANYATTA COMMUNITY NURSING HOME,"230,000.00"
MANYOROR DISPENSARY,"280,000.00"
MANYUANDA SUB-COUNTY HOSPITAL,"387,000.00"
MAO AWEYS INTERNATIONAL HOSPITAL LIMITED,"40,000.00"
MARAFA HEALTH CENTRE,"410,000.00"
MARAGUA SUB COUNTY HOSPITAL,"1,110,000.00"
MARANI SUB-COUNTY REFERRAL HOSPITAL,"200,000.00"
MARBLE HEALTHCARE LTD,"20,000.00"
MARENYO HEALTH CENTRE,"515,000.00"
MARERENI DISPENSARY,"950,000.00"
MARIA IMMACULATA HOSPITAL LAVINGTON,"200,160.00"
MARIA MATERNITY AND NURSING HOME,"40,000.00"
MARIAKANI COTTAGE HOSPITAL MLOLONGO,"60,000.00"
MARIE STOPES KENYA EASTLEIGH NURSING HOME,"480,080.00"
MARIGAT SUB-COUNTY HOSPITAL,"10,000.00"
MARIGO DISPENSARY,"40,000.00"
MARIMANTI SUB COUNTY HOSPITAL,"626,720.00"
MARIWA HEALTH CENTRE,"140,000.00"
MARK TUMAINI MEDICAL CENTRE - KIRURA,"20,000.00"
MARSABIT COUNTY REFERAL HOSPITAL,"764,700.00"
MARURUI HEALTH CENTRE,"480,000.00"
MARY HELP OF THE SICK MISSION HOSPITAL,"14,164,050.00"
MARY IMMACULATE DISPENSARY NANYUKI,"10,000.00"
MARY IMMACULATE HEALTH CENTRE BAHATI,"820,000.00"
MARY IMMACULATE HEALTH CENTRE KAPTAGAT,"27,000.00"
MARY IMMACULATE HOSPITAL MWEIGA,"800,000.00"
MARY IMMACULATE KERUGOYA HOSPITAL,"840,150.00"
MARYROSA HEALTHCARE LIMITED,"20,000.00"
MASABA HOSPITAL LTD MASENO,"845,350.00"
MASAITA DISPENSARY,"20,000.00"
MASALA DISPENSARY,"40,000.00"
MASARIA DISPENSARY,"10,000.00"
MASCO NURSING HOME,"90,650.00"
MASHAMBANI DISPENSARY,"10,000.00"
MASHO DISPENSARY,"970,000.00"
MASII HEALTH CENTRE_,"420,000.00"
MASII MEDICAL CENTRE,"20,000.00"
MASOGO DISPENSARY,"150,000.00"
MASOKANI DISPENSARY,"50,000.00"
MASONGALENI HEALTH CENTRE,"20,000.00"
MASURURA DISPENSARY,"50,000.00"
MATANGWE COMMUNITY HEALTH & DEV PROGRAM,"60,000.00"
MATASIA HEALTH CENTRE,"70,000.00"
MATASIA NURSING HOME,"150,000.00"
MATIBABU FOUNDATION HOSPITAL UKWALA,"726,000.00"
MATIKU DISPENSARY,"20,000.00"
MATILIKU SUB-COUNTY HOSPITAL,"380,000.00"
MATISI DISPENSARY,"40,000.00"
MATOLANI DISPENSARY,"40,000.00"
MATONDONI DISPENSARY,"70,000.00"
MATONGO HEALTH CENTRE,"120,000.00"
MATUNDA MATERNITY HOME,"390,000.00"
MATUNGU SUB COUNTY HOSPITAL,"1,140,000.00"
MATUNGULU HEALTH CENTRE,"70,000.00"
MATUU MISSION HEALTH CENTRE,"390,000.00"
Matuu Sub District Hospital,"165,678.00"
MAUA COTTAGE HOSPITAL LIMITED,"1,596,000.00"
MAUA METHODIST HOSPITAL,"1,186,000.00"
MAUMAU DISPENSARY,"40,000.00"
MAU-NAROK HEALTH CENTRE,"1,350,000.00"
MAUNGU MODEL HEALTH CENTRE,"160,000.00"
MAUNGUNJA HEALTH CENTRE,"90,000.00"
MAUTUMA SUB COUNTY HOSPITAL,"820,000.00"
MAVINDINI HEALTH CENTRE,"170,000.00"
MAVIVYE MODEL HEALTH CENTRE,"50,000.00"
MAVOKO SNP HEALTH CENTRE,"530,000.00"
MAYANJA HEALTH CENTRE,"10,000.00"
MBAGATHI COUNTY REFERRAL HOSPITAL,"308,850.00"
MBALE HEALTH CENTRE,"10,000.00"
MBALE RURAL HEALTH TRAINING CENTRE,"455,000.00"
MBARA HEALTH CENTRE,"90,000.00"
MBEERE SUB-COUNTY HOSPITAL,"160,000.00"
MBEGANI DISPENSARY,"10,000.00"
MBEU SUB-COUNTY HOSPITAL,"30,000.00"
MBITA DISPENSARY,"20,000.00"
MBITINI HEALTH CENTRE,"110,000.00"
MBITINI REHEMA COMMUNITY HOSPITAL,"10,000.00"
MBOGOINI DISPENSARY,"100,000.00"
MBOONI SUB COUNTY HOSPITAL,"240,000.00"
MBUGUNI DISPENSARY,"30,000.00"
MBUVO HEALTH CENTRE,"120,000.00"
MBWALENI DISPENSARY,"210,000.00"
MECHIMERU HEALTH CENTRE,"640,000.00"
MEDICAL LINK INTERGRATED HEALTH PROGRAM,"70,000.00"
MEDICATIA HOSPITAL LIMITED,"120,000.00"
MEDIFORTE HOSPITAL LIMITED,"553,650.00"
MEDIJAV MEDICAL SERVICES,"120,000.00"
MEDILIFE HOSPITAL LIMITED,"855,850.00"
MEDINA HOSPITAL,"60,000.00"
MEDINA MEDICARE HOSPITAL LIMITED- HOLA,"637,050.00"
MEDISTAR HOSPITAL KERICHO LIMITED,"1,100,000.00"
MEDITEST DIAGNOSTIC SERVICES LTD,"19,383,658.04"
MEDITRUST HEALTHCARE SERVICES,"39,846.00"
MEDSTOPS HEALTHCARE KENYA,"90,000.00"
MEGALIFE HOSPITAL LIMITED,"757,300.00"
MELCHIZEDEK HOSPITAL LTD,"30,000.00"
MELWA HEALTH CENTRE,"60,000.00"
MEMORATA MEDICAL CENTRE LTD,"20,000.00"
MENORAH HOSPITAL (K )LTD-WESTLANDS MEDICAL,"383,400.00"
MENORAH MEDICAL INSTITUTE K LIMITED,"170,400.00"
MEPHI HEALTH SERVICES,"757,300.00"
MEPHI HEALTH SERVICES LTD-LAMU,"30,000.00"
MERCY MISSION HOSPITAL,"940,000.00"
MERCY MISSION MEDICAL CENTRE,"210,000.00"
MERCYLITE HOSPITAL LTD,"126,720.00"
MERIDIAN GALANA HOSPITAL,"110,000.00"
MERIGI HEALTH CENTRE,"330,000.00"
MERU DOCTORS PLAZA LIMITED,"2,398,250.00"
MERU TEACHING AND REFERRAL HOSPITAL,"4,033,000.00"
METKEI COMMUNITY DISPENSARY,"120,000.00"
METO DISPENSARY,"50,000.00"
METROPOLITAN HOSPITAL,"845,500.00"
MEWA HOSPITAL MOMBASA,"2,731,200.00"
MGANGE DAWIDA HEALTH CENTRE,"50,000.00"
MGANGE NYIKA HEALTH CENTRE,"80,000.00"
MIATHENE SUB-COUNTY HOSPITAL,"220,000.00"
MIDOTI DISPENSARY,"20,000.00"
MIENDO HEALTH CENTRE,"170,000.00"
MIGERE DISPENSARY,"60,000.00"
MIGORI COUNTY REFERRAL HOSPITAL,"3,265,200.00"
MIHUU HEALTH CENTRE,"400,000.00"
MIJOMBONI DISPENSARY,"40,000.00"
MIKINDANI HOSPITAL,"2,540,000.00"
MIKINDURI CATHOLIC CHURCH HEALTH CENTRE,"150,000.00"
MIKINDURI SUB COUNTY HOSPITAL,"80,000.00"
MIKULINZI NURSING HOME,"130,000.00"
MILALANI DISPENSARY,"50,000.00"
MILE 46 HEALTH CENTRE,"390,000.00"
MILLENNIUM MEDICAL CENTRE ETAGO,"10,000.00"
MILO HEALTH CENTRE,"420,000.00"
MILUKI HEALTH CENTRE,"130,000.00"
MIMOSA COTTAGE HOSPITAL,"1,390,000.00"
MINTO MEDICAL CENTRE,"20,000.00"
MIRANGINE HEALTH CENTRE,"90,000.00"
MIRERE HEALTH CENTRE,"20,000.00"
MIRITINI CDF HEALTH CENTRE,"220,000.00"
MIRUGI KARIUKI SUB-COUNTY HOSPITAL,"280,000.00"
MISESI HEALTH CENTRE,"80,000.00"
MISIKHU DISPENSARY,115000
MISSION CARE HOSPITAL LIMITED,320000
MISSION CARE NURSING HOME,280000
MISSION OF MERCY HOSPITAL,20000
MITUNGUU HOSPITAL,60000
MIU DISPENSARY,130000
MJANA HERI DISPENSARY,140000
MKAO MOTO DISPENSARY,40000
MKOKONI DISPENSARY,10000
MKUNGA MATERNITY AND NURSING HOME,40000
MKUNUMBI DISPENSARY,170000
MKUYNI HIGHWAYS MEDICARE CLINIC,70000
MLALEO CDF HEALTH CENTRE,1690000
MLOLONGO HEALTH CENTRE,420000
MMANGANI DISPENSARY,30000
MNYENZENI MODEL HEALTH CENTRE,420000
MOCHENWA ROYAL -SUMMIT HEALTHCARE,100000
MODA MBOGHO DISPENSARY,100000
MODERN ABERDARE VIEW HOSPITAL LIMITED,220000
MODET HOSPITAL LIMITED,30000
MODING HEALTH CENTRE,330000
MOGIL HEALTH CENTRE,140000
MOGOGOSIEK HEALTH CENTRE,140000
MOGOTIO RHDC- NAKURU,400000
MOGOTIO SUB-COUNTY HOSPITAL,390000
MOGUMO MEDICAL CENTRE-NYAMIRA,20000
MOHETO UNITED METHODIST MISSION HEALTH CEN,50000
MOI TEACHING AND REFERRAL HOSPITAL,2694450
MOI\\'S BRIDGE MISSION HEALTH CENTRE,70000
MOIBEN HEALTH CENTRE,430000
MOLO SOUTH DISPENSARY,10000
MOLO SUB-COUNTY HOSPITAL,4149997
MOMBASA CATHOLIC CBHC SERVICES,10000
MONACS HEALTH KENYA LIMITED,210000
MONTERI MEDICAL HOSPITAL,49450
MORULEM DISPENSARY,370000
MOSHI MEDICAL CENTRE,30000
Mosiro Health Centre (Kajiado West),420000
MOSORIOT SUB-COUNTY HOSPITAL,30000
MOTHER AMADEA MISSION HOSPITAL,3800000
MOTHER AND CHILD HOSPITAL,1294550
MOTHER ANGELA HURUMA HOSPITAL,340000
MOTHER FLORA MEDICAL CENTRE - BUEMBU,50000
MOTHER FRANCISCA MISSION MATERNITY AND HEA,1350000
MOTONTO DISPENSARY,20000
MOTOSIET HEALH CENTRE,10000
MOUNT OLIVES MEDICAL CENTRE,110000
MOYALE NURSING HOME,"10,000.00"
MOYALE SUB-COUNTY HOSPITAL,"1,400,000.00"
MP SHAH HOSPITAL,"47,530,866.00"
MPEKETONI SUB COUNTY HOSPITAL,"160,000.00"
MPIZINYI HEALTH CENTRE,"80,000.00"
MRIMA HEALTH CENTRE,"5,659,999.00"
MRIMA WA NDEGE DISPENSARY,"170,000.00"
MSAMBWENI COUNTY REFERRAL HOSPITAL,"116,500.00"
MSEKEKWA HEALTH CENTRE,"140,000.00"
MSHONGOLENI DISPENSARY,"180,000.00"
MSUMARINI DISPENSARY,"10,000.00"
MT. KENYA ACK HOSPITAL,"1,026,350.00"
MT. KENYA KANGEMA HOSPITAL LIMITED,"20,000.00"
MT.ELGON SUB-COUNTY HOSPITAL,"237,499.00"
MTANGWANDA DISPENSARY,"10,000.00"
MTARAGON HEALTH CENTRE,"213,200.00"
MTEPENI DISPENSARY,"150,000.00"
MTI MOJA STARLIGHT MEDICAL CLINIC,"50,000.00"
MTITO ANDEI SUB COUNTY HOSPITAL,"90,000.00"
MTOMONDONI COMMUNITY HEALTH CARE SERVICE,"10,000.00"
MTONDIA DISPENSARY,"300,000.00"
MTONDIA MEDICAL CLINIC,"150,000.00"
MTWAPA DISPENSARY,"30,000.00"
MTWAPA HALTH CENTRE,"6,220,000.00"
MTWAPA MEDICAL CLINIC AND NURSING HOME,"330,000.00"
MUANDA HEALTH CENTRE,"70,000.00"
MUGAI DISPENSARY,"10,000.00"
MUHAKA HEALTH CENTRE,"20,000.00"
MUHORONI SUB-COUNTY HOSPITAL,"30,000.00"
MUHURU SUB-COUNTY HOPSITAL,"970,000.00"
MUIYWEK DISPENSARY,"20,000.00"
MUKENDE HEALTH CENTRE,"60,000.00"
MUKHOBOLA HEALTH CENTRE,"220,000.00"
MUKUI HEALTH CENTRE,"10,000.00"
MUKUNGI DISPENSARY,"10,000.00"
MULACHI DISPENSARY,"60,000.00"
MULAHA DISPENSARY,"90,000.00"
MULANJO DISPENSARY,"120,000.00"
MULATYA MEMORIAL HOSPITAL,"20,000.00"
MULEMI NURSING HOME,"270,000.00"
MULOT CATHOLIC DISPENSARY,"320,000.00"
MULOT HEALTH CENTRE,"280,000.00"
MULUTU CATHOLIC DISPENSARY,"20,000.00"
MULWANDA DISPENSARY,"80,000.00"
MUMBUNI MATERNITY AND NURSING HOME,"1,610,000.00"
MUMIAS MODEL HEALTH CENTRE,"29,950.00"
MUNDIKA MATERNITY AND NURSING HOME,"270,000.00"
MUNDOBELWA HEALTH CENTRE,"60,000.00"
MUNGOMA HOSPITAL,"980,000.00"
MUNGU\\'NGU\\' DISPENSARY,"150,000.00"
MUNONGO DISPENSARY,"10,000.00"
MUNOYWA DISPENSARY,"50,000.00"
MUQIM NURSING HOME LIMITED,"10,000.00"
MUR MALANGA DISPENSARY,"30,000.00"
MURAMATI DISPENSARY,"10,000.00"
MURANGA COUNTY REFERRAL HOSPITAL,"95,850.00"
MURINDUKO DISPENSARY,"50,000.00"
MURINDUKO HEALTH CENTRE,"50,000.00"
MURIRANJAS SUB-COUNTY HOSPITAL,"110,000.00"
MURUDEF COMMUNITY HEALTH CENTRE,"60,000.00"
MURUNGARU HEALTH CENTRE,"220,000.00"
MURYACHAKWE DISPENSARY,"120,000.00"
MUSALALA DISPENSARY,"50,000.00"
MUSANGO DISPENSARY,"20,000.00"
MUSENKE DISPENSARY,"160,000.00"
MUSIKOMA HEALTH CENTRE,"20,000.00"
MUSKUT HEALTH CENTRE,"260,000.00"
MUSOKOTO DISPENSARY,"10,000.00"
MUSTAFA NURSING HOME LIMITED,"20,000.00"
MUSTAQIIM NURSING HOME LIMITED,"10,000.00"
MUTEITHANIA NURSING AND MATERNITY HOME,"80,000.00"
MUTETHIA KIRAONE NURSING HOME,"1,200.00"
MUTHA HEALTH CENTRE,"390,000.00"
MUTHARA SUB-COUNTY HOSPITAL,"10,000.00"
MUTITHI HEALTH CENTRE,"330,000.00"
MUTITU SUB-COUNTY HOSPITAL,"450,000.00"
MUTITUNI HEALTH CENTRE,"370,000.00"
MUTOMO HEALTH CENTRE,"900,000.00"
MUUA DISPENSARY,"110,000.00"
MUYEYE HEALTH CENTRE,"500,000.00"
MUYU WA KAE DISPENSARY,"150,000.00"
MWAANI DISPENSARY__,"50,000.00"
MWALUPHAMBA DISPENSARY,"40,000.00"
MWANGATINI DISPENSARY,"210,000.00"
MWATATE COMMUNITY HEALTH CARE,"90,000.00"
MWATATE SUB COUNTY HOSPITAL,"1,270,000.00"
MWEA MEDICAL CENTRE,"500,000.00"
MWEIN MEDICAL SERVICES,"40,000.00"
MWENJE DISPENSARY,"10,000.00"
MWIHILA MISSION COG HOSPITAL,"120,000.00"
MWIKHOPO DISPENSARY,"30,000.00"
MWIKI HEALTH CENTRE,"70,000.00"
MWIKI MODERN MATERNITY,"10,000.00"
MWINGI DOCTOR'S PLAZA LIMITED,"213,000.00"
MWINGI SPECIALIST HOSPITAL,10000
NABONGO DISPENSARY,160000
NADAPAL DISPENSARY,50000
NADOTO DISPENSARY,320000
NAIDU HOSPITAL LTD,10000
NAIN RENAL AND SPECIALITY CENTER LIMITED,351450
NAIRAGIE ENKARE HEALTH CENTRE,10000
NAIROBI EAST HOSPITAL LTD,353900
NAIROBI KIDNEY CENTRE,117150
NAIROBI WEST HOSPITAL,1601650
NAITIRI JAMBO MEDICAL CLINIC,10000
NAIVASHA HIGHWAY NURSING HOME,10000
NAIVASHA SUB-COUNTY HOSPITAL,5439450
NAJILE DISPENSARY,110000
NAJRAN MEDICAL CENTRE LIMITED,29940
Nakiria Dispensary,180000
NAKITOEKAKUMON DISPENSARY,260000
NAKOYO DISPENSARY,50000
NAKURU HEART CENTRE,21000
NAKWAMORU HEALTH CENTRE,50000
NALA MATERNITY & NURSING HOME,2390000
NALEMKAIS DISPENSARY,110000
NALIS MWANAINCHI MEDICAL CENTER,10000
NAMANGA HEALTH CENTRE,130000
NAMBALE SUB-COUNTY HOSPITAL,210000
NAMELOK HEALTH CENTRE,50000
NAMO HOSPITAL LIMITED,60000
NAMORUPUTH PAG HEALTH CENTRE,129998
NAMUNYAK MEDICAL CENTRE,40000
NAMWATIKHO DISPENSARY,190000
Nanam Dispensary,150000
NANDI HILLS SUB-COUNTY HOSPITAL,2553360
NANHA WISH MEDICAL CARE LIMITED,10000
NANIGHI DISPENSARY,150000
NANYUKI COTTAGE HOSPITAL,30000
NARIOKOTOME DISPENSARY,140000
NAROK COTTAGE HOSPITAL,461450
NAROK COUNTY REFERRAL HOSPITAL,74550
NAROSURA HEALTH CENTRE,330000
NASUSI HEALTH CENTRE,180000
NAYA HEALTH CENTRE,140000
NAZARETH HOSPITAL,3774090
NAZARETH RUIRU HOSPITAL,1020000
Ndalani Dispensary,10000
NDAMAMA DISPENSARY,120000
NDARAGWA HEALTH CENTRE,830000
NDARAWETTA HEALTH CENTRE,10000
NDATANI DISPENSARY,20000
NDAU DISPENSARY,10000
NDEDA DISPENSARY,40000
NDEIYA HEALTH CENTRE,300000
NDENGELWA HEALTH CENTRE,40000
NDETANI OLIVE HEALTHCARE SERVICES,280000
NDILIDAU DISPENSARY,170000
NDINDIKA SUB-COUNTY HOSPITAL,240000
NDITHINI HEALTH CENTRE,190000
NDOINET DISPENSARY,10000
NDONYO HEALTHCARE-KWA MUHIA,10000
NDORI HEALTH CENTRE,280000
NDOVU HEALTH CENTRE,45000
NDUNDUNI DISPENSARY,60000
NEBOI HEALTH CENTRE,210000
NEEMA DIGITAL HEALTH SOLUTIONS,20000
NEEMA HOSPITAL LTD ANNEX,290000
NEEMA MEDICAL HOME LTD,160000
NEEMA UNIVERSAL HEALTH CARE LIMITED-EMBU T,70000
NELLY NURSING HOSPITAL AND MATERNITY,230000
NEMBURE HEALTH CENTRE,30000
NEOGLOBAL MEDICARE LIMITED-NURSING HOME,30000
NEON RAPHA HEALTHCARE CLINIC,10000
NEPHRO MED LIMITED,1130235
NEPHROCARE CLINIC LIMITED,394050
NEPHROMED LIMITED - MOMBASA,181047
NEVLIGHT HOSPITAL LIMITED,20000
NEW BUSIA MATERNITY &amp; NURSING HOME,1116000
NEW ELGON VIEW MEDICAL COTTAGE,467550
New Hope nursing home,10000
NEW KILIFI WANANCHI MATERNITY & NURSING HOM,170000
NEWHOPE NURSING HOME,10000
NEWLIFE COTTAGE HOSPITAL LIMITED,40000
NG\\'IYA COMMUNITY HOSPITAL LIMITED,50000
NG\\'IYA HEALTH CENTRE,250000
NG\\'OMBENI HEALTH CENTRE,340000
NG\'UONO MEDICAL CENTRE,10000
NGAI DISPENSARY,90000
NGALANA DISPENSARY,40000
NGALASIA DISPENSARY,320000
NGANO HEALTH CENTRE,290000
NGAO SUB-COUNTY HOSPITAL,150000
NGARA COMPREHENSIVE HEALTH SERVICES LIMITE,30000
NGARA HEALTH CENTRE,680000
NGARARO HEALTH CENTRE,270000
NGARUA HEALTH CENTRE,430000
NGEGU DISPENSARY,180000
NGELELYA HEALTH CENTRE,60000
NGENDA HEALTH CENTRE,40000
