Provider,AMOUNT
HOLY SPIRIT HEALTH CENTRE - GILGIL,14480
HOLY SPIRIT HEALTH CENTRE GILGIL,64640
HOMA LIME HEALTH CENTRE,6720
HOMABAY COUNTY REFERRAL HOSPITAL,29654379
HOMABAY DISTRICT HOSPITAL (AMENITY WARD),579850
Home Ground Nursing Home,362720
Home Pearl Medical Clinic,291200
HOMEGROUND MEDICAL CENTRE,57120
HOMEPEARL MEDICAL CLINIC,266560
HONGWE CATHOLIC DISPENSARY,10000
Hope for Widows & Children Foundation Nursing Ho,683200
HOPE FOR WIDOWS AND CHILDREN FOUNDATION N,799680
HOPE HARTSHILL CLINIC,649600
HOPE MATTERS INTERNATIONAL-VILLAGE OF HOPE,446000
HOPEM MEDICAL CENTRE,188000
Hopemot Nursing Home,659600
Hoplan Medical Center,194880
Hopps Kliniks Clinic,290000
Horizon Maternity & Nursing Home Ting'a Ltd,110800
HORIZON MATERNITY AND NURSING HOME TINGA,535360
Hospital Santa Antonio,1374160
HOUSE OF HOPE MEDICAL CENTRE,663040
HULLOW DISPENSARY,10000
Hunter Medical Center - Runyenjes,452480
HUNTER MEDICAL CENTRE RUNYENJES,190400
Huruma District Hospital,60000
HURUMA HOSPITAL- MATHARE NORTH ANNEX,590640
HURUMA MATERNITY & NURSING HOME,1700160
HURUMA NURSING & MATERNITY HOME,10000
HURUMA SUB-COUNTY HOSPITAL,133600
HUSNA WELLNESS CENTRE LIMITED,3339840
HUSNAIN NURSING HOME LIMITED,2679040
IBNULMAJAH NURSING HOME LIMITED,1223040
IBRAHIM URE DISPENSARY,100000
ICFEM DREAMLAND MISSION HOSPITAL,1114550
Iftin Sub-District Hospital,160000
IGARE MEDICAL SERVICES,77200
Igegania Sub-County Hospital,243920
IGORERA MEDICAL CLINIC,1283520
Iguhu Sub County Hospital,53440
IGUHU SUB-COUNTY HOSPITAL,140880
IHURURU TREATMENT AND REHABILITATION HOSPIT,3877440
IIANI DISPENSARY (KIBWEZI),10000
IJARA DISTRICT HOSPITAL,220480
IJARA SUB-COUNTY HOSPITAL,184160
IKANGA HOPE DIAGNOSTIC & TREATMENT CENTRE,839520
IKANGA SUB COUNTY HOSPITAL,16720
IKANGA SUB-DISTRICT HOSPITAL,90000
IKEREGE LIFECARE MEDICAL CENTER LTD,3308480
Ikerege Medical Center,1023680
IKEREGE MEDICAL CENTRE,611520
IKOBE HEALTH CENTRE,62400
IKOMBE DISPENSARY,20000
Ikonzo Model Health Centre,10000
IKUMBI HEALTH CENTRE,10000
IKUTHA FAITH NURSING HOME LTD,164560
Ikutha Medical Clinic,387040
Ikutha Sub County Hospital,306880
IKUTHA SUB-COUNTY HOSPITAL,232320
ILCHALAI DISPENSARY,10000
ILEHO HEALTH CENTRE,40000
ILKILORIT DISPEENSARY,20000
ILKILORIT DISPENSARY,20000
ILPARAKUO DISPENSARY,20000
IMANGA HEALTH CENTRE,26880
IMANI MEDICAL CENTRE KATULANI,76160
Imani Medical Centre(Kitui Central),64960
Imara Health Centre,145600
IMARA HEALTHCARE CENTRE,415360
IMARA HOSPITAL EMBU,3494880
Imara Hospital Embu (Rwika),276400
IMMACULATE CONCEPTION HEALTH CENTRE- KAPN,38080
IMMACULATE HEART HOSPITAL KEREITA,167520
Immaculate Heart of Mary Hospital,117600
IMMACULATE HEART OF MARY MISSION HOSPITAL K,280880
IMPACT HEALTHCARE- ANNEX,106320
"IMPACT RESEARCH ,TRAINING AND HEALTHCARE SE",80640
"IMPACT RESEARCH, TRAINING AND HEALTHCARE SE",470400
Infant Jesus Kalimoni Mission Hospital,44640
Ingotse Dispensary,409020
INNOVATION EYE CENTRE LTD,1646400
INNOVATION EYE CENTRE LTD-KISUMU,33600
INTEGRATED VISION CENTRE MILIMANI MISSION HO,159920
INTERAIL COMMUNITY HEALTH SERVICES LTD,208160
Inuka Hospital & Maternity Home,699920
Inuka Nursing Home,303440
IPALI HEALTH CENTRE,10000
Iranda Sub County Referral Hospital,57120
IRANDA SUB-COUNTY HOSPITAL,33440
IREES TEENO DISPENSARY,30000
IREES TEENO DISPENSARY,240000
IRWAGA HEALTH CENTRE,27000
ISANA MATERNITY AND NURSING,182480
ISANA NURSING HOME,11200
Isebania Sub County Hospital,10000
ISEBANIA SUB-COUNTY HOSPITAL,352640
ISECHA SUB-COUNTY HOSPITAL,127680
ISEGERE TOTO CLINIC,58240
Isegere Toto Medical Clinic,69440
Isibania Mission Health Centre,141680
ISIOLO COUNTY NURSING HOME,311360
ISIOLO COUNTY REFERRAL HOSPITAL,5849400
ISIOLO DRUG MART MEDICAL CENTRE,514040
Isoge Health Centre,60000
ITANDO MISSION OF HOPE AND HEALTH CENTRE,20160
ITANDO MISSION OF HOPE AND HEALTHCARE,1465440
ITARC KENYA LIMITED,241680
ITARC Kenya Limited(Naivasha),362720
ITEMBU DISPENSARY,10000
ITEN COUNTY REFERRAL HOSPITAL,8714610
Itibo Mission Health Centre,174720
ITIERIO MATERNITY AND NURSING HOME,1048000
Ivory Health Solution Limited,22400
IYABE DISTRICT HOSPITAL,96720
IYABE SUB-COUNTY HOSPITAL,12240
J.M KARIUKI MEMORIAL COUNTY REFERRAL HOSPITA,1900410
J.M.KARIUKI(OL KALOU)DISTRICT HOSPITAL,502980
Jabez Medical and Dental Hospital(Matungulu),79120
JABII EAST NURSING HOME LTD,1594880
Jahmii Kipawa Medical Centre,20160
Jakaba,78400
JAKABA MEDICAL CLINIC,35840
JAKS MEDICARE,445760
JALARAM MEDICAL SERVICES,543150
Jalaram Nursing Home,768080
JAMBO HEALTHCARE LIMITED,70000
Jambo Hospital (Mtwapa),265360
JAMBO JIPYA MEDICAL CLINIC,10000
JAMBO KIDNEY CARE LIMITED,234300
Jambo Kidney Care Ltd,553800
JAMEEL MEDICAL CENTRE,1572480
Jamhuri Life Care Hospital Limited,416640
JAMIA ISLAMIC INTERGRATED HEALTH SERVICES,1434720
Jamia Medical Centre,312520
Jamii Hospital,573440
JAMII HOSPITAL KARATINA,4243520
JAMII MEDICAL CENTRE - EMBAKASI,64800
Jamii Medical Clinic Mukuru,140640
Jamii Wellness Hospital,30080
Janeiro Nursing Home,1800320
JANEIRO NURSING HOME LIMITED,708400
Janice Cholerton Medical & Cancer Centre (Golfcour,1186880
JANICE CHOLERTON MEDICAL &amp; CANCER CENT,438000
Janju Dispensary,20000
JARAMOGI OGINGA ODINGA TEACHING AND REFERR,216445687
Jarbaley Nursing Home,450240
Jaribuni Dispensary,10000
JASON'S HEALTH CARE SERVICES LIMITED,10500
JAY COTTAGE MEMORIAL HOSPITAL,206080
Jebrok Dispensary,50000
Jed Blossoms Hospital,889280
JED BLOSSOMS HOSPITAL LIMITED,22400
JEDDAH HOSPITAL LIMITED,1018080
JEKIM MEDICAL CENTRE,1753680
JEMINDAS NURSING HOME LIMITED,26880
Jepkoyai Dispensary,10000
Jesmo Hospital,2644320
JESSE KAY CHILDRENS HOSPITAL,235200
Jesse Kay Hospital,608000
Jetty Healthcare Hospital,1147880
JILANGO DISPENSARY,110000
JIRA DISPENSARY,10000
JOCHAM HOSPITAL LTD,2458780
Jodams Medical maternity Clinic (Kenyenya),329280
JOGOO HEALTH CENTER,98560
Joint Partner Medical Clinic,41360
JOMVU MODELHEALTH CENTRE - JOMVU KUU,30000
JORDAN HOSPITAL,3016850
JOSCURE MEDICAL CLINIC,267600
Joshimo Medical Centre,593600
Josiah Community Medical Centre,188160
JOTRAM MEDICAL CENTER,184800
Jotram Medical Centre,335680
JOY KIM NURSING HOME,60480
Joy Morangi Medical Centre,714560
Joyellen Women Hospital,60480
JOY-ELLEN WOMENS HOSPITAL LTD,20160
JOYLAND BIRIKANI MEDICAL CENTRE,73920
Joylight Hospital,1080800
Joyride Medical Centre,1517520
JUJA MODERN HOSPITAL,4480
Juja Modern Hospital & Maternity,246720
Juja Road Hospital (Nairobi),1739760
JUJA ROAD MATERNITY HOSPITAL LIMITED- PANGAN,173600
JULUN NURSING HOME LIMITED,448000
JUMUIA FRIENDS HOSPITAL,592380
JUMUIA FRIENDS HOSPITAL KAIMOSI,8969880
JUMUIA HOSPITAL HURUMA,19285159
Jumupamozzi Medical Centre,38080
Junction Family Hospital,30000
JUNCTION MEDICAL CLINIC CHAVAKALI,8960
JURUQO NURSING HOME LIMITED,1145680
JUVENTUS COTTAGE AND NURSING HOME,1375760
JUWFIAH MEDICAL CENTRE - GESERO,763840
JUWFIAH MEDICAL CENTRE LIMITED-TRANSMARA,1512000
KAALENG HEALTH CENTER,11200
Kaaleng Health Centre,215920
Kaanan Medical Centre,420000
Kabarnet Cottage Hospital,156880
KABARTONJO DISTRICT HOSPITAL,1346430
KABATI MEDICARE HEALTH CENTRE,38080
Kabati Medicare Health Services Nursing Home,127680
KABATINI HEALTH CENTRE,87000
Kabazi Sub County Hospital,40000
KABETWA HEALTH CENTRE,20000
KABIANGA HEALTH CENTRE,40000
KABICHBICH HEALTH CENTRE,40000
Kabiyet Sub County Hospital,190080
KABIYET SUB-COUNTY HOSPITAL,137520
KABONDO KASIPUL SUB-COUNTY HOSPITAL,557760
Kabuchai Health Centre,197120
KABULA HEALTH CENTRE,170160
KABUNYERIA HEALTH CENTRE,30000
KACHELIBA DISPENSARY AND MOBILE CLINIC,101840
KACHELIBA DISTRICT HOSPITAL,193440
KACHODA DISPENSARY,10000
Kadenge Ratuoro Health Centre,50320
Kadija Dispensary,30000
Kaeris Dispensary,290000
KAGIO HOSPITAL LIMITED,3929490
KAGUMO VISION MEDICAL CENTRE ANNEX,51520
KAGWA HEALTH CENTRE,31200
Kahawa West Health Centre,180000
Kahembe Health Centre,10000
KAIBOI MISSION HEALTH CENTRE,8960
Kaiboi Mission Health Centre,69280
Kaikor Health Centre,83760
KAJIADO COUNTY REFERRAL HOSPITAL,3204040
KAJUKI HEALTH CENTRE,10000
KAKAMEGA CENTRAL MATERNITY & NURSING HOME,221760
KAKAMEGA COUNTY GENERAL HOSPITAL,26147279
KAKAMEGA GRACE MEDICAL CENTRE,62720
KAKAMEGA ORTHOPAEDIC HOSPITAL,5979760
Kakuma Health Centre,26800
KAKUMA MISSION HOSPITAL,712080
KAKUYUNI DISPENSARY KILIFI,30000
KAKUYUNI HEALTH CENTRE,30000
KAL HEALTH NURSING HOME LIMITED,3315200
KALACHA SUB-COUNTY HOSPITAL,369600
KALALU DISPENSARY,73840
KALAMA DISPENSARY,20000
Kalamaan Medical Center,524160
Kalawa Sub County Hospital,63760
Kalicha Dispensary,30000
KALICHA NURSING HOME LIMITED,1827840
Kalimapus Dispensary,110000
KALIMONI MISSION HOSPITAL,1024080
Kalimoni Mission Hospital (Juja),6720
KALIMONI MISSION HOSPITAL RUIRU BRANCH,26720
Kalkaal Medical Centre,380800
KALKAAL NURSING HOME,1655360
KALMALAB NURSING HOME LIMITED,2166080
KALMEYEE NURSING HOME LIMITED,468160
Kalobeyei Dispensary,40000
KALOKOL GOK HEALTH CENTRE,11200
Kalokol health centre,719600
Kalokol Medical Services,903760
KALUO HEALTH CENTRE,118560
Kalyet Clinic (Kipkelion),50000
KAMALE DISPENSARY,10000
KAMASIELO DISPENSARY,10000
KAMBAJO DISPENSARY,10000
KAMBIRI HEALTH CENTRE,70000
KAMBOO DISPENSARY,10000
KAMBU MODEL HEALTH CENTRE,1200
Kambu Sub County Hospital,104480
KAMELIL DISPENSARY,20000
KAMKETO DISPENSARY,60000
Kamoi Dispensary,50000
Kamor Infectious Diseases Hospital,232960
KAMOR NURSING HOME LIMITED,642880
KAMSIHAWA MEDICAL CENTRE,82880
KAMUNERU DISPENSARY,49280
Kamuwongo Hope Medicare Centre,56000
KAMWANDA MEDICAL CENTRE,80640
Kamwanda medical clinic,304640
KAMWOSOR HEALTH CENTRE,22400
Kamwosor sub-county hospital,111360
Kanakurudio Health Centre,99600
KANAMAI HEALTH SERVICES,80000
Kanamkemer Sub County Hospital,40160
KANDARA HEALTH CENTRE,54480
KANDARA SUB COUNTY HOSPITAL,17920
KANDIEGE SUB-COUNTY HOSPITAL,282160
Kandiege Sub-District Hospital,50240
Kanganga Dispensary,20000
Kangatosa Dispensary,160000
KANGEMA SUB-DISTRICT HOSPITAL,44480
KANGEMI HEALTH CENTRE,80000
Kangeta SCH,87120
KANGOLETIANG DISPENSARY,70000
KANGONDE HEALTH CENTRE,20000
Kangundo Sub county Hospital,47040
KANGUNDO SUB-COUNTY HOSPITAL,1800960
Kanyakine sub County Hospital,26880
KANYAKINE SUB-COUNTY HOSPITAL,200240
KANYANGI SUB-COUNTY HOSPITAL,480480
KANYANGI SUB-DISTRICT HOSPITAL,53760
Kaparon Health Centre,30000
KAPCHEROP HEALTH CENTRE,152240
Kapenguria County Referral Hospital,2037340
KAPIYO HEALTH CENTRE,10000
Kapkateny Dispensary,20000
KAPKATET DISTRICT HOSPITAL,1784250
KAPKATET SUB-COUNTY HOSPITAL,4895780
KAPKOI HEALTH CENTRE,30000
Kapkoros Sub-County Hospital,60000
Kapkoto Dispensary,10000
Kapkures Health Centre (Nakuru West),10000
Kaplamai Health Centre,20000
KAPLONG MISSION HOSPITAL,7846330
KAPSABET COUNTY REFERRAL HOSPITAL,27831327
KAPSABET SURGICAL CARE CENTRE LTD,168000
Kapsambu Dispensary,20000
KAPSARA DISTRICT HOSPITAL,100000
KAPSOKWONY FAMILY CARE MEDICAL CENTRE,273280
Kapsoya Health Centre,60000
Kaptama (Friends) Health Centre,87360
Kaptanai Dispensary,77920
Kaptarakwa Sub-District Hospital,10000
Kapteldon Health Centre,28960
Kapteren Health Centre,20000
Kaptumo Sub-County Hospital,200560
Kapyego Health Centre,90000
Karambuna Medical Clinic,40320
KARATINA SUB-COUNTY HOSPITAL,2277280
KAREN HOSPITAL LTD,615400
Karima Health Centre,71200
KARUMANDI MEDICAL CENTRE,134400
Karungu Sub-County Hospital,66800
Karurumo Medical Centre LTD,472640
Kasaala Health Centre,10000
Kasarani Maternity,412720
KASARANI MATERNITY &amp; NURSING HOME,8960
KASEWE DISPENSARY,10000
KASGUNGA COMMUNITY CLINIC,241920
Kasigau Rdch,19800
KASUKU HEALTH CENTRE,30000
KATABOI DISPENSARY,20000
Katani Hospital,10000
KATANI HOSPITAL LIMITED,53760
KATHATHANI MEDICAL CENTRE,103040
Kathiani Sub County Hospital,233840
KATHIANI SUB-COUNTY HOSPITAL,705600
KATHONZWENI HEALTH CENTRE,30000
KATILU HEALTH CENTRE,52240
KATITO MEDICAL CENTRE,1139840
KATITO MEDICAL CENTRE-MBITA,1172560
Katito Sub County Hospital,16720
Katulani Sub County Hospital (Kitui),80320
KATULO LIFE CARE HOSPITAL LIMITED,1610560
KAUTI DISPENSARY,10000
KAUWI SUB-DISTRICT HOSPITAL,157200
KAVATA NZOU DISPENSARY,10000
KAVULUDI'S SURGERY CENTER,282240
Kavumbu Dispensary,10000
KAWANGA HEALTH CENTRE,80000
Kawiria Maternity Home,63600
KAYOLE HOSPITAL,284639
Kayole I Health Centre,40000
Kayole II Sub County Hospital,113600
Kegogi Health Centre,10000
Kegogi Nursing Home,212800
Kegondi Health Centre,20000
Kegonga Sub County Hospital,120000
KEHANCHA MOTHER &amp; CHILD HOSPITAL,147840
Kehancha Nursing and Maternity Home,628000
KEHANCHA SUB-COUNTY HOSPITAL,168060
KELSA FAMILY CLINIC,120000
KEMELOI HEALTH CENTRE,8960
Kendu Adventist Hospital,674050
KENDU BAY ADVENTIST HOSPITAL,4471560
Kendu Sub-County Hospital,1330160
KENNETH MATIBA EYE AND DENTAL HOSPITAL,30000
Kenol Hospital,2688280
KENOL HOSPITAL LTD,4453120
Kensylus Medical Center,2298240
KENYAGORO DISPENSARY,30000
KENYATTA NATIONAL HOSPITAL,253217228
KENYATTA NATIONAL HOSPITAL - OTHAYA,5665748
KENYATTA NATIONAL HOSPITAL(AMENITY WING),10457957
KENYATTA UNIVERSITY TEACHING REFERRAL AND RE,129265752
Kenyenya Health Centre (Nyamira),40000
KENYENYA MEDICAL AND DIAGNOSTIC CENTRE,80640
Kenyenya Medical Centre (Kenyenya),344960
Kenyenya Sub County Hospital,134840
Kenyoro Health Centre,345520
KERICHO COUNTY REFERRAL HOSPITAL,814910
KERICHO COUNTY REFFERAL HOSPITAL,11636910
Keringet Sub County Hospital,60000
KERINGET NURSING HOME LTD,50000
KERIO HEALTH CENTRE,172160
Kerobo Health Centre,29120
Kerocure Specialist Medical Centre,244160
KERUGOYA COUNTY REFERRAL HOSPITAL,25971380
Kerugoya Fortis Medical and Cancer Centre,4197854
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE,267600
KERUGOYA MEDICAL CENTRE,11790013
Kesses Health Centre,10000
KEUMBU SUB-COUNTY HOSPITAL,648960
KEYLIFE MEDICAL CENTER,226240
Keylife Medical Centre,26880
Khachonge Dispensary,230000
Khairat Medical Centre,249600
KHAIRAT MEDICAL CENTRE LIMITED,1587340
Khalaba Health Centre,33440
Khalaba Medical Services,1298800
Khalala Dispensary,40000
Khalalio Health Centre,418400
KHALALIO NURSING HOME LIMITED,224000
Khamulati Medical Clinic,224000
KHAMULATI MEDICAL SERVICES,11200
Khaoya Dispensary,20000
Khasoko Health Centre,10000
KHAUNGA DISPENSARY,30000
Khayega Medical Clinic,336000
Khorof Harar nursing Home Limited,423360
Khunyangu Sub County Hospital,200400
KHWISERO HEALTH CENTRE,20160
Khwisero Level IV Hospital,419550
Kiambere Medical Healthcare Limited,232960
Kiambu County Referal Hospital,746920
KIAMBU COUNTY REFERRAL HOSPITAL_1,4481960
Kianda 42 Hospital,20000
Kiandutu Health Centre,30000
KIANGAI HEALTH CENTRE,10000
Kiangoso Health Centre,20000
KIANGOSO HEALTH CENTRE,50320
Kianjokoma Pure Medicare,221760
KIANJOKOMA PURE MEDICARE HOSPITAL,22400
Kianyaga Sub-County Hospital,190860
KIASA DISPENSARY,10000
Kibera South Health Centre,20000
kibilay dispensary,20000
KIBINGEI DISPENSARY,10000
Kibugu Health Centre,10000
KIBUKE DISPENSARY,11200
Kibwareng Health Centre,30000
KIBWEZI SUB COUNTY HOSPITAL,1287720
KIDAO FAMILY CLINIC,266560
Kidney Aid Dialisis Center Limited,1001100
KIEMBE HEALTH CENTRE,119600
Kigumo Sub County Hospital,20000
Kihara Sub County Hospital,80160
Kijana Heri Medical Clinic(Mjanaheri),362480
KIJANAHERI MEDICAL CENTRE,73920
KIJANAHERI MEDICAL CENTRE-MARAFA,50000
Kijanaheri Medical Clinic (Marereni),40000
KIJAURI SUB COUNTY HOSPITAL,42080
KIKOKO MISSION COTTAGE HOSPITAL,208240
Kikoko Mission Hospital,6720
Kikoneni Health Centre,100000
Kilala Health Centre,10000
Kilibwoni Health Centre,80000
KILIFI COUNTY REFERRAL HOSPITAL,13700630
KILIMANI HOSPITAL,792960
Kilingili Health Centre,90480
Kiliweheri Health Centre,64800
KILOME MNH HOSPITAL,1413440
KILUNGU SUB COUNTY HOSPITAL,495920
Kima Mission Hospital,713120
KIMAETI HEALTH CENTRE,241520
Kimalewa Health Centre,132880
Kimana UltraCare Hospital,293120
KIMANA ULTRACARE HOSPITAL LIMITED,96800
Kimangeti Dispensary,50000
KIMATHI MEDICAL SERVICES,542720
KIMATHI MEDICAL SERVICES - MAIN HOSPITAL,178080
Kimathi medical services -karaba,853360
KIMBIMBI SUB-COUNTY HOSPITAL,1928560
KIMESWON HEALTH CENTRE,80000
Kimilili Subcounty Hospital,274880
KIMILILI SUB-COUNTY HOSPITAL,184800
KIMININI COTTAGE MISSION HOSPITAL,2032830
Kimiti Level 4 Hospital,12240
KIMWANGA MEDICAL CENTRE,537600
Kinagoni Dispensary,30000
Kinango Sub County Hospital,143600
KINANGO SUB-COUNTY HOSPITAL,2428080
KINARA HOSPITAL,67200
KINARANI DISPENSARY,30000
King David Hospital,264750
KING DAVID\\'S HOSPITAL,64170
Kingdom Faith Based Hospital,154560
KINGS CARE MEDICAL LIMITED,320320
KINGS NURSING &amp; MATERNITY HOSPITAL LIMIT,168000
Kinondo Kwetu Community Clinic,73520
KINYASYE DISPENSARY,10000
Kiogoro Health Centre,10000
Kionyo Dispensary,446800
Kipchimchim Mission Hospital,14480
KIPETO DISPENSARY,50000
KIPKABUS HEALTH CENTRE,10000
Kipkelion Sub County Hospital,248960
KIPKOROR DISPENSARY,10000
KIPLOMBE MEDICAL CENTRE,64960
KIPSARAMAN DISPENSARY,30000
Kipsigak Health Centre,10000
Kipsonoi Health Centre,40000
KIPSUTER DISPENSARY,30000
KIPTANGWANYI DISPENSARY,141500
KIPWASTUIYO HEALTH CENTRE,10000
KIRIAINI MISSION HOSPITAL,8730370
Kiria-Ini Mission Hospital,942636
Kirinyaga Treatment Centre,3279520
Kiritiri Health Centre,24480
Kiritiri Medical Healthcare,363440
KIRITIRI MEDICAL HEALTHCARE LTD,26880
Kirwara Sub County Hospital,114440
KIRWARA SUB-COUNTY HOSPITAL,17920
Kisau Sub County Hospital,87350
KISEGI SUB-COUNTY HOSPITAL,20160
KISESINI DISPENSARY,10000
KISII FAMILY MEDICAL CENTRE LIMITED-ANNEX,6720
Kisii Family Medical Centre Limited' Annex,376320
KISII SPECIALIST HOSPITAL LTD,1178470
KISII TEACHING AND REFERRAL HOSPITAL,61749380
Kisima Diagnostic & Treatment Centre,242800
KISIMA DIAGNOSTIC AND TREATMENT CENTRE LIMIT,11200
KISMANI HEALTH CARE SERVICE,16520
Kisoi Munyao Memorial Health Centre,20000
KISUMU COUNTY REFERRAL HOSPITAL,79950330
Kisumu Specialist Hospital,418820
KISUMU SPECIALISTS HOSPITAL,126560
KITABISI DISPENSARY,20000
Kitale County Referral Hospital,206850
KITARE HEALTH CENTRE,30000
KITENGELA MEDICAL SERVICES,3154160
Kitengela Medical Services Kajiado,1117680
KITENGELA MEDICAL SERVICES--KAJIADO,30000
KITENGELA PONA SERVICES,165760
Kitengela Star of The Sea Medical Services,120480
KITENGELA SUB-COUNTY HOSPITAL,1476550
Kitengela West Hospital,1856810
KITHYOKO HEALTH CENTRE,30000
KITHYULULU HEALTH CENTRE,10000
KITISE HEALTH CENTRE,10000
Kitobo Dispensary (Taveta),10000
KITUI COUNTY REFERRAL HOSPITAL,13917446
KITUNDU (GOK) DISPENSARY,10000
KITUNI DISPENSARY,10000
KITURO HEALTH CENTRE,10000
Kiunga Health Centre,241760
KIUSYANI MEDICARE LIMITED,20160
KIUSYANI MEDICATE LIMITED,392000
Kiwamu Dispensary,30000
KIWAMU HEALTH CENTRE,10000
KIWANDANI DISPENSARY,110000
Kizibe Dispensary,50000
Kizingo Health Centre,10000
KOBODO DISPENSARY,20000
KOBUJOI MEDICAL CENTRE,108560
Kobujoi Mission Health Centre,198000
Kocholwo Sub County Hospital,24480
KODICH DISPENSARY,10000
KODONDI HEALTH CENTRE,30000
KOGELO DISPENSARY,10000
KOJWACH MEDICAL CENTRE LTD,530880
Kokwet Medical Clinic,90000
Kolanya Salvation Army Health Centre,71680
KOLUNGA COMMUNITY DISPENSARY SUBA,11200
Kolunga Health Centre,152320
KOMAROCK MODERN HEALTHCARE,11200
Komarock Modern Health Care Chuka,1856960
KOMAROCK MODERN HEALTHCARE -CHUKA,1164000
KOMAROCK MODERN HEALTHCARE- KATHWANA,1148200
Komarock Modern Healthcare-Kathwana,2992230
Komarock Morden Medical Care,140640
Kombewa County Referral Hospital,247840
KOMBEWA SUB-COUNTY HOSPITAL,7700660
KONGONI HEALTH CENTRE,20000
KONJORA DISPENSARY,10000
KONTON DISPENSARY,10000
KONYAO HEALTH CENTRE,22240
Kopanga Dispensary (CHAK),70000
KOPSIRO MODEL HEALTH CENTRE,285760
Korogocho Health Centre,30000
Koromey Dispensary,10000
KORONDILE HEALTH CENTRE,167920
Korosiandet Health Centre,86000
Koru Mission Health Centre,913200
Kory Family Hospital Kimilili,2322280
KOTIENDE MEDICAL CENTRE,11200
kotiende Nursing and Maternity Home,1052800
KOTULO MEDICARE,313600
KOTULO MEDICARE LIMITED,91840
KOTULO SUB COUNTY HOSPITAL,53760
Kotulo Sub-County Referral Hospital,154320
KOYANI MEDICAL CENTER,44800
KPN PEARL HEALTH LIMITED,548680
Kubihalo Dispensary,10000
KUBURA DISPENSARY,220000
KUGE HEALTH CENTRE,129920
KUIKUI HEALTH CENTRE,10000
KULA-ALEY HEALTH CENTRE,20000
KUNYA DISPENSARY,150000
Kurangurik Health centre,60000
KURESIET DISPENSARY,10000
KURESOI HEALTH CENTRE,20000
KUTAYU DISPENSARY,22400
KUTULO HEALTH CENTRE,71520
Kutulo Nursing Home,1941920
Kutus Dispensary,40000
Kuura Dispensary,190000
Kwa Murimi,192000
Kwale Sub County Hospital,110080
KWALE SUB-COUNTY REFERRAL HOSPITAL,5725200
KWANZA SUB COUNTY HOSPITAL,40000
Kyambeke Health Centre,60000
Kyatune Health Centre,40000
KYELENI HEALTH CENTRE,10000
KYUSO NEEMA HOSPITAL,444560
KYUSO NEEMA MEDICAL HEALTH SERVICES,100800
KYUSO SUB COUNTY HOSPITAL,50320
LAARE HEALTH CENTRE,30000
Laare Maternity,143360
Labiba Nursing Home,2224320
LADNAN HOSPITAL,15242451
LADNAN HOSPITAL ELWAK,1189440
Ladnan Hospital Wajir,2758640
Ladopharma Medical Center,3225600
LADOPHARMA MEDICAL CENTRE-MASARA LTD,819840
LADOPHARMA NURSING HOME LIMITED,1092000
Ladopharma Nursing Home Ltd-Rongo,878080
LADOPHARMA NURSING HOME-RONGO LIMITED,324800
Lafaley Dispensary,50000
LAFEY SUBCOUNTY HOSPITAL,201360
LAFEY SUB-COUNTY HOSPITAL,30000
LAFEYCARE NURSING HOME,275520
LAFEYCARE NURSING HOME LIMITED,367360
LAFNAN NURSING HOME LIMITED,1856320
LAFOLE NURSING HOME LIMITED,1350720
LAGKARO PREMIER MEDICAL CENTRE,1805440
LAGSURE DISPENSARY,40000
Lagsure Nursing Home LTD,169040
LAILA MEDICAL CENTRE,40000
LAISAMIS CATHOLIC HOSPITAL,49280
LAISAMIS SUB COUNTY HOSPITAL,225120
Laisamis Sub county Referral Hospital(Marsabit Sout,50000
Lake View Hospital,308640
LAKESIDE INTEGRATED MEDICAL SERVICES,87360
LakeSide Integrated Medical Services(Naivasha),90640
LAKEVIEW HOSPITAL LIMITED,608160
Lakole Medical Centre,374080
LAKUM NURSING HOME LIMITED,407680
LAMAN LIFE CARE LIMITED,1417920
LAMBAR NURSING HOME LIMITED,1426880
LAMBWE DISPENSARY,40000
Lamheal Maternity & Nursing Home,889280
LAMHEAL MATERNITY AND NURSING HOME,114240
LAMU COUNTY REFERRAL HOSPITAL,1349770
LAMU DISTRICT HOSPITAL,163620
Lanet Health Centre,130000
Langa Langa Dispensary,30000
LANGAS RACECOURSE NURSING HOME,240000
Langas RCEA,130000
LANGATA HEALTH CENTRE,40000
Langata Hospital,73680
LANGATA SUB-COUNTY HOSPITAL,10000
LANGI KODERA HEALTH CENTRE,40000
Langoni Hospital Limited,16800
LANGONI HOSPITAL LTD,13440
Lapkeyet Betalife Medical Limited,44800
Lari Hospital,270000
LAS ANO HEALTHCARE LIMITED,1379840
LEBEN MEDICAL SERVICE,1888760
LEE LAHM MEDICAL CENTRE,51520
LEGACY FAMILY HEALTH OPTION,120960
Legacy Family Health Option Mulot,305680
LELBOINET HEALTH CENTRE (KEIYO),10000
Lelmolok Nursing Home,153920
LEMAYIAN HOSPITAL LIMITED,4845280
LEMONGO DISPENSARY,20000
LENAX MEDICAL CLINIC,2555840
lenmek healthcare Annex Magenche,239360
LENMEK HOSPITAL,8838900
LeseruTrinity Mission Hospital,50160
Leshau Pondo Health Centre,10000
LESSOS COMMUNITY DISPENSARY,34480
LESSOS MEDICAL CLINIC,13440
Letea Dispensary,30000
Lianas Clinic Health Centre,86720
LIBEHIA HEALTHCARE SERVICE LIMITED,445760
