Provider,Amount
OASIS DOCTORS PLAZA NYAMIRA,"61,600.00"
OASIS DOCTORS PLAZA WEBUYE LIMITED,"2,129,960.00"
OASIS MATERNITY AND NURSING HOME,"4,169,760.00"
OASIS NTUNYIGI HOSPITAL,"1,503,040.00"
OASIS SPECIALIST HOSPITAL,"5,679,030.00"
OBEKAI DISPENSARY,"20,000.00"
OBER HEALTH CENTRE,"8,356,320.00"
OJELE MEMORIAL HOSPITAL,"4,223,520.00"
OKIKI AMAYO MEMORIAL HEALTH CENTRE,"361,760.00"
OKOK DISPENSARY,"10,000.00"
OLA BULE MEDICAL CENTRE LIMITED,"8,960.00"
OLARE MEDICAL CENTRE,"62,720.00"
OLCHOBOSEI MEDICAL CENTRE,"394,240.00"
OLDONYO NYOKIE DISPENSARY,"70,000.00"
OLIVEHILL SURGICAL CENTRE,"1,344,000.00"
OLJABET HOSPITAL,"4,782,080.00"
OLLO HEALTH CENTRE,"30,000.00"
OLOOSEOS DISPENSARY,"10,000.00"
OLYMPUS MEDICAL CENTRE LIMITED,"1,879,360.00"
OMBO BITA DISPENSARY,"120,000.00"
OMOYA MEDICAL CENTRE,"22,400.00"
ONEWAYWISE HEALTH SERVICES LIMITED,"116,480.00"
ONGATA RONGAI SUB COUNTY HOSPITAL,"632,800.00"
ONSARE MEDICAL CLINIC,"902,720.00"
OPTIMAL FAMILY LIMITED,"4,840,080.00"
OPTIMUM CURRENT HEALTH CARE,"40,320.00"
ORESI SUB-COUNTY HOSPITAL,"520,000.00"
ORTHOPEX MEDICAL CLINIC KISUMU,"62,720.00"
ORTUM MISSION HOSPITAL,"3,625,440.00"
ORUBA NURSING & MATERNITY HOME,"1,417,920.00"
OSMAN MEDICAL SERVICES,"3,515,440.00"
OSMAN MEDICAL SERVICES ANNEX I,"1,500,800.00"
OTHOFIX ORTHOPAEDIC AND TRAUMA CENTRE LIMITED,"31,360.00"
OUR HEALTH MEDICAL CENTRE LTD,"11,200.00"
OUR LADY OF LOURDES MUTOMO HOSPITAL,"2,408,000.00"
OUR LADY OF LOURDES MWEA HOSPITAL,"3,925,960.00"
OUR LADY OF MERCY MISSION HOSPITAL,"13,211,520.00"
OUR LADY OF PEACE MISSION HOSPITAL CHEBUKAKA,"5,313,840.00"
OUR LADY STAR OF THE SEA HURUMA HEALTH CENTRE,"11,200.00"
OUTSPAN HOSPITAL,"4,161,923.49"
OWENS MATERNITY AND NURSING HOME LIMITED,"1,113,280.00"
PANDYA MEMORIAL HOSPITAL,"3,415,710.00"
PARAMOUNT NURSING HOME,"2,240.00"
PARKLANDS KIDNEY CENTRE LTD,"415,350.00"
PASLING MEDICAL CENTRE,"436,800.00"
PATANISHO MATERNITY & NURSING HOME,"508,480.00"
PCEA CHOGORIA HOSPITAL,"19,864,561.00"
PCEA TUMUTUMU MISSION HOSPITAL,"4,015,130.00"
PEARLS AND PSALMS HOSPITAL LIMITED,"136,640.00"
PEJMED ULTRACARE SPECIALIST HOSPITAL LTD,"10,231,158.00"
PELEWA DISPENSARY,"30,000.00"
PEMAH NURSING & MATERNITY HOME,"156,800.00"
PEMASON MEDICAL CENTRE,"29,120.00"
PESI MEDICAL CENTRE,"20,160.00"
PHADAM HOSPITAL COMPANY LTD - NASRA,"1,698,480.00"
PHINAL COMMUNITY MEDICAL CENTRE,"1,216,880.00"
PINGILIKANI DISPENSARY,"130,000.00"
PINGILIKANI DISPENSARY,"20,000.00"
PIPELINE MATERNITY & NURSING HOME,"235,200.00"
PIPELINE MODERN HOSPITAL,"5,615,680.00"
PLAINSVIEW NURSING HOME LTD,"1,351,990.00"
PLAZA SPECIALIST HOSPITAL LIMITED,"1,631,350.00"
POPE BENEDICT XVI HOSPITAL,"12,234,070.00"
POPLAR HOSPITAL LTD,"13,440.00"
PORT FLORENCE COMMUNITY HOSPITAL - AWASI,"219,520.00"
PORT FLORENCE COMMUNITY HOSPITAL - MEGA PLAZA LIMITED,"22,400.00"
PORT-REITZ SUB COUNTY HOSPITAL,"7,746,500.00"
PRECIOUS HOSPITAL,"286,720.00"
PREMIER HOSPITAL,"519,120.00"
PRIME GALA MEDICAL CENTRE,"1,043,840.00"
PRIMROSE REHAB & WELLNESS CENTER,"403,200.00"
PROF.LUCAS COMMUNITY HEALTH SYSTEM,"611,520.00"
PROGRESS MEDICAL SERVICES ANNEX,"82,880.00"
PROVINCIAL GENERAL HOSPITAL ANNEX NAKURU,"1,679,440.00"
PRUDENT COTTAGE HOSPITAL,"255,950.00"
PUMWANI MATERNITY AND REFERRAL HOSPITAL,"23,994,640.00"
PWANI MATERNITY AND NURSING HOME,"69,440.00"
PYNET HEALTHCARE ADUNGOSI,"64,960.00"
PYNET HEALTHCARE LIMITED,"304,640.00"
QARAN HOSPITAL LIMITED,"73,920.00"
QARSAHAMA DISPENSARY,"520,000.00"
QASIMS HOSPITAL LIMITED,"4,019,680.00"
QATAR MEDICAL CLINIC,"192,640.00"
QUEEN ESTHER ISEBANIA MODERN HOSPITAL LIMITED,"30,240.00"
QUEENS & KINGS HEALTH CENTRE,"38,080.00"
QUEENSPARK MEDICAL CENTRE,"147,840.00"
QUEENTERIC KAPIYO COMMUNITY NURSING,"10,000.00"
QUINTAS MEDICAL CENTRE LIMITED,"1,072,960.00"
R.C.E.A PLATEAU MISSION HOSPITAL,"240,000.00"
RACECOURSE HOSPITAL,"215,670.00"
RACHAR SUGARBELT NURSING & MATERNITY HOME,"13,440.00"
RADIANT GROUP HOSPITAL LIMITED PANGANI,"1,090,910.00"
RADIANT GROUP OF HOSPITALS KASARANI SPORTSVIEW,"291,200.00"
RADIANT GROUP OF HOSPITALS KIAMBU,"357,280.00"
RAGWE HEALTH CENTRE,"44,800.00"
RAKEDENN MEDICAL CENTRE,"11,200.00"
RAM HOSPITAL LTD KISII,"7,963,070.00"
RAMAAN MEDICAL CENTRE LIMITED,"24,640.00"
RAMATA NURSING HOME LTD,"649,600.00"
RAMULA HEALTH CENTRE,"109,760.00"
RANEN OCHUNA MEDICAL CENTRE,"9,524,480.00"
RAPHA DIALYSIS AND DIAGNOSTIC CENTRE,"724,200.00"
RAPHA HOSPITAL & CLINICS,"2,228,240.00"
RAPHA MAKUENI NURSING HOME LTD,"949,580.00"
RAPOGI HEALTH CENTRE,"150,080.00"
RAVINE GLORY HEALTHCARE SERVICES MOGOTIO,"118,720.00"
RAVINE GLORY HOSPITAL LIMITED-MOGOTIO TOWN,"2,915,280.00"
RAVINE SPECIALISTS HOSPITAL LIMITED,"1,942,100.00"
REALE HOSPITAL ELDORET,"11,406,139.00"
REALE HOSPITAL UTAWALA LIMITED,"4,213,500.00"
REHOBOTH MATERNITY & NURSING HOME,"35,840.00"
REINHA ROSARY MISSION HOSPITAL,"349,440.00"
REKEKE MODEL HEALTH CENTRE,"70,000.00"
RELIABLE HEALTHCARE SERVICES LIMITED,"60,480.00"
RELIANCE HOSPITAL LIMITED,"4,164,350.00"
RENAL ROAD DIALYSIS CLINIC,"244,950.00"
RENASSANCES INTERNATIONAL LIMITED,"106,500.00"
RENIT HEALTHCARE LIMTED,"202,350.00"
RFH HEALTHCARE - SYOKIMAU,"128,800.00"
RFH HEALTHCARE -KIAMBU ROAD,"497,280.00"
RFH HEALTHCARE HOSPITAL - RUAKA,"42,560.00"
RFH HEALTHCARE-KOMAROCK,"391,680.00"
RFH HEALTHCARE-KOMAROCK,"50,080.00"
RFH HEALTHCARE-RUIRU,"628,880.00"
RFH SPECIALIST HOSPITAL,"3,536,052.00"
RFH-HEALTHCARE-IMAARA,"40,320.00"
RIFT VALLEY PROVINCIAL GENERAL HOSPITAL NAKURU,"96,553,620.00"
RIGOMA MEDICAL CENTRE,"1,818,760.00"
RIMAAL PRIME COMMUNITY HOSPITAL,"80,640.00"
RINGA HEALTH CENTRE,"140,000.00"
ROBINS HEALTHCARE LIMITED,"8,064,220.00"
RODICANAAN MEDICAL CENTRE,"11,200.00"
ROMICURE MEDICAL SERVICES,"8,960.00"
RONGAI ORTHOPAEDIC MEDICAL SERVICES - NKOROI,"644,000.00"
RONGO SUB COUNTY HOSPITAL,"1,770,000.00"
ROSA GRACIA SPECIALISTS HOSPITAL-CLINIC LIMITED,"315,460.00"
ROSAMA MEDICAL SERVICES,"188,160.00"
ROSEWOOD NURSING HOME,"8,960.00"
ROSMEGG MEDICAL CLINIC KANGETA,"219,520.00"
ROYAL MEDICAL HOSPITAL AND MATERNITY HOME LIMITED,"4,267,000.00"
ROYAL ST MONICAH MEDICAL CENTRE LIMITED,"11,200.00"
ROYAL VICTORIA HOSPITAL YALA,"30,000.00"
ROYALSTAR FAMILY HOSPITAL LIMITED,"3,767,090.00"
ROYO HOSPITAL LTD,"8,960.00"
RUAI FAMILY HOSPITAL - TALA,"240,000.00"
RUAI FAMILY HOSPITAL LTD,"89,600.00"
RUARAKA UHAI NEEMA HOSPITAL,"2,356,560.00"
RUIRU HOSPITAL,"185,920.00"
RUMURUTI SUB-COUNTY HOSPITAL,"463,680.00"
RUNYENJES SUB-COUNTY HOSPITAL,"238,560.00"
SACHANGWAN HIGHWAY MEDICAL CENTRE,"31,360.00"
SAGALLA HEALTH CENTRE,"20,000.00"
SAGANA SUB-COUNTY HOSPITAL,"322,560.00"
SAIKA NURSING HOME,"100,800.00"
SAINT BRIDGET HOSPITAL LTD,"302,960.00"
SAINT GABRIEL HOSPITAL AND WELLNESS CENTER,"13,440.00"
SALAMA CANCER CENTRE LIMITED,"997,250.00"
SALAMAH WELLNESS CENTRE LIMITED,"16,800.00"
SAMAAD HOSPITAL,"2,340,800.00"
SAMARA MEDICAL CENTRE,"107,520.00"
SAMARITAN EYE & RETINA CENTRE,"1,075,200.00"
SAMARITANHOPE MATERNITY AND NURSING HOME LIMITED,"33,600.00"
SAMBURU SUB COUNTY REFERRAL HOSPITAL,"205,500.00"
SAMJOMEN HOSPITAL LIMITED,"3,984,959.00"
SANEL HOSPITAL LIMITED,"134,400.00"
SANTIRO MEDICAL CENTRE COMPANY LIMITED,"67,200.00"
SAVANI MEDICAL CENTRE,"40,320.00"
SAVANI NURSING AND MATERNITY CENTRE LIMITED,"282,240.00"
SAVANNAH ROYAL HOSPITAL GARISSA LIMITED,"268,800.00"
SAYAYI HOSPITAL LIMITED,"38,080.00"
SAYYIDA FATIMAH HOSPITAL KISAUNI,"1,565,900.00"
SCION HEALTHCARE- KWA NJENGA,"85,120.00"
SCION HOSPITAL LIMITED,"198,760.00"
SCION MEDICAL CENTRE MWIKI LIMITED,"152,320.00"
SECOND TO NONE HOSPITAL LIMITED,"22,400.00"
SEGA DISPENSARY,"420,000.00"
SEGA DISPENSARY,"60,000.00"
SEGERO DISPENSARY,"20,000.00"
SENGERA HEALTH CENTRE (GUCHA),"10,000.00"
SEREM HEALTH CENTRE(NANDI SOUTH),"300,000.00"
SHABAHA CANCER CENTER,"634,220.00"
SHAFIN MEDICARE LIMITED,"22,000.00"
SHALOM COMMUNITY HOSPITAL (ATHI RIVER),"80,000.00"
SHALOM HOSPITAL,"1,820,040.00"
SHALOM RERU CLINIC,"78,400.00"
SHAMAAL HOSPITAL,"962,650.00"
SHAMAAL HOSPITAL-TAKABA LIMITED,"112,000.00"
SHAMAKHOKHO NEEMA MEDICAL CENTRE,"80,640.00"
SHAMSU HEALTHCARE LTD,"8,960.00"
SHELLY BEACH HOSPITAL,"2,689,690.00"
SHEYWE COMMUNITY HOSPITAL LTD,"1,219,680.00"
SHIBALE MEDICAL CENTRE,"71,680.00"
SHIBWE SUB-COUNTY HOSPITAL,"1,515,360.00"
SHIMO-LA TEWA HEALTH CENTRE (GK PRISON),"30,000.00"
SHITSITSWI HEALTH CENTRE,"200,000.00"
SHITSITSWI HEALTH CENTRE,"20,000.00"
SHREE SWAMINARAYAN HOSPITAL,"517,440.00"
SIAYA COUNTY REFERRAL HOSPITAL,"24,470,885.00"
SIAYA MEDICAL CENTRE,"6,255,200.00"
SIGOR SUB-DISTRICT HOSPITAL,"20,000.00"
SIGOWET SUB-COUNTY HOSPITAL,"90,000.00"
SIHA MEDICAL HOME LIMITED MPEKETONI,"2,073,440.00"
SILENT HILL HOSPITAL LIMITED,"44,800.00"
SILOAM HOSPITAL LIMITED,"12,222,770.00"
SILOAM HOSPITAL LTD BOMET,"53,760.00"
SILUNGAI DISPENSARY,"70,000.00"
SILVAD CALVARY HILL SPECIALIST HOSPITAL LTD,"896,560.00"
SILVERCARE MEDICAL CLINIC LTD,"1,214,400.00"
SIMAHO MCH/FP CLINIC,"33,600.00"
SINAI HOSPITAL RONGAI LTD,"521,360.00"
SINGIRAINE DISPENSARY,"20,000.00"
SIPILI HOSPITAL,"15,680.00"
SIPILI MATERNITY AND NURSING HOME,"4,724,160.00"
SIPILI MATERNITY AND NURSING HOME ANNEX,"741,440.00"
SIRIBA NURSING HOME,"4,561,960.00"
SISMEXY DIAGNOSTIC AND MEDICAL CENTRE,"201,600.00"
SISTER FREDAS MEDICAL CENTRE,"1,636,320.00"
SISTO MAZZOLDI HOSPITAL,"2,504,960.00"
SKYLARMAT MEDICAL CENTRE,"78,400.00"
SLENMARK MEDICAL CLINIC,"6,720.00"
SMART HEALTHCARE MAAI MAHIU,"248,640.00"
SOGLE NURSING HOME,"100,700.00"
SOLAYA MEDICAL CENTER LIMITED,"181,440.00"
SOLOH HOSPITALS LTD,"10,000.00"
SOLOLO CATHOLIC MISSION HOSPITAL,"44,800.00"
SOLONAMU MEDICAL CENTRE,"125,440.00"
SONAK COMMUNITY MEDICAL CENTRE,"465,920.00"
SORI LAKESIDE HOSPITAL,"7,198,680.00"
SORI LAKESIDE HOSPITAL -SINDO BRANCH,"300,160.00"
SORI LAKESIDE HOSPITAL ANNEX-NYATIKE,"271,040.00"
SORI LAKESIDE HOSPITAL-NDHIWA,"338,240.00"
SOUTH B HOSPITAL LTD,"911,120.00"
SOUTH C DIALYSIS CENTRE LTD,"213,000.00"
SOUTHGATE MEDICAL CENTRE,"1,288,000.00"
SOUTHRIFT HOSPITAL LIMITED,"4,802,600.00"
SPACE CARE HEALTH SERVICES,"20,000.00"
SPERANSA HEALTH CARE LIMITED,"678,720.00"
SPRINGS HERITAGE NURSING HOME,"10,000.00"
SPRINTLIGHT HOSPITAL LIMITED,"255,360.00"
ST BAKHITAS MISSION HEALTH FACILITY,"694,480.00"
ST CLARE MEDICAL CLINIC,"10,000.00"
ST ELIZABETH MBAGA HEALTH CENTER,"70,000.00"
ST ELIZABETH MEDICAL CENTRE,"26,880.00"
ST GABRIEL HOSPITAL LIMITED,"991,890.00"
ST JAIRUS HOSPITAL,"2,658,880.00"
ST JOSEPH SHELTER OF HOPE MISSION HOSPITAL,"392,730.00"
ST JOSEPH W DISPENSARY (WESTLANDS),"20,000.00"
ST JUDE THADDEUS MEDICAL CENTRE KAMUNGEI,"181,440.00"
ST LUCIA MEDICAL CENTRE BUOYE,"638,400.00"
ST LUKES ORTHOPAEDIC AND TRAUMA HOSPITAL UASIN GISHU,"2,874,340.00"
ST MARCELLA MEDICAL CLINIC,"10,000.00"
ST MARK JUST HOSPITAL MULOT LIMITED,"15,680.00"
ST MARY KACHUNGO BEST MEDICAL CLINIC AND LABORATORY SERVICES,"6,720.00"
ST MONICA NAKWAMEKWI DISPENSARY,"100,000.00"
ST MONICA RAPOGI HOSPITAL,"20,000.00"
ST MONICAH DISPENSARY MWENGENYE,"10,000.00"
ST MOTHER THERESA HEALTH CARE,"383,040.00"
ST NEWFREB HOSPITAL LIMITED,"499,520.00"
ST PAUL MISSION HOSPITAL,"3,949,980.00"
ST PAUL'S DAWA MEDICAL CLINIC,"512,960.00"
ST PAULS EMUSONGA MEDICAL CENTRE,"492,800.00"
ST PETER CLAVER RC HEALTH CENTRE,"33,600.00"
ST PIUS MUSOLI HEALTH CENTRE,"159,040.00"
ST. AKIDIVA MEMORIAL HOSPITAL,"4,085,760.00"
ST. AKIDIVA MINDIRA HOSPITAL MABERA,"3,776,960.00"
ST. ANDREWS MEDICAL CLINIC,"763,840.00"
ST. ANNE MISSION HOSPITAL,"6,379,299.00"
ST. ANNES SEGA MISSION HOSPITAL,"104,160.00"
ST. ANTHONY CATHOLIC HOSPITAL,"2,790,420.00"
ST. ANTHONY HEALTH CENTRE LEMEK,"20,160.00"
ST. ANTHONYS HEALTH CENTRE ABOSSI,"495,040.00"
ST. BRIGITTAS CATHOLIC HOSPITAL,"7,285,040.00"
ST. CAMILLUS MISSION HOSPITAL KARUNGU,"13,642,720.00"
ST. CLARES BOLO MISSION HEALTH CENTRE,"82,400.00"
ST. CONSOLATA KISUMU HOSPITAL,"1,485,120.00"
ST. CRISPIN AFYA HOSPITAL LIMITED,"351,680.00"
ST. DAMIANO MISSION HOSPITAL,"6,380,000.00"
ST. ELIZABETH GEKANO HEALTH CENTRE,"130,000.00"
ST. ELIZABETH HOSPITAL CHIGA,"1,568,000.00"
ST. ELIZABETH MISSION HOSPITAL MUKUMU,"11,559,679.00"
ST. FRANCIS COMMUNITY HOSPITAL,"1,767,769.00"
ST. HELIER HEALTHCARE SERVICES,"945,280.00"
ST. JAMES AMENITY HOSPITAL BUTERE,"1,082,560.00"
ST. JAMES LIFE CARE HOSPITAL LIMITED,"940,560.00"
ST. JAMES MEMORIAL MEDICAL CLINIC,"423,360.00"
ST. JOHN 'S DIVINE NURSING HOME NYERI,"7,248,640.00"
ST. JOHN OF GOD CATHOLIC HOSPITAL TIGANIA,"4,518,320.00"
ST. JOHN'S HOSPITAL LIMITED JUJA,"8,960.00"
ST. JOSEPHINE MARA HOSPITAL,"118,720.00"
ST. JOSEPHS MISSION HEALTH CENTRE,"20,000.00"
ST. JOSEPHS MISSION HOSPITAL KILGORIS,"100,800.00"
ST. JOSEPHS MISSION HOSPITAL MIGORI,"9,557,510.00"
ST. JOSEPHS NURSING & MATERNITY HOME,"2,961,760.00"
ST. JUDE MEDICAL CARE,"49,280.00"
ST. JUDE MEDICAL CENTRE,"26,880.00"
ST. JUDE NURSING HOME,"3,612,650.00"
ST. KIZITO HEALTH CENTRE,"69,440.00"
ST. LEONARDS HOSPITAL,"4,026,780.00"
ST. MARY'S MISSION HOSPITAL RIFTVALLEY BRANCH,"1,276,800.00"
ST. MARY'S RINGA HEALTH CENTRE,"210,000.00"
ST. MARYS MISSION HOSPITAL,"1,193,530.00"
ST. MARYS MISSION HOSPITAL MUMIAS,"1,235,420.00"
ST. MATIA MULUMBA HOSPITAL,"612,800.00"
ST. MICHAEL NURSING HOME,"1,632,960.00"
ST. MONICA HOSPITAL,"554,400.00"
ST. ORSOLA MISSION HOSPITAL,"851,200.00"
ST. PATRICK HEALTHCARE CENTRE LTD,"6,720.00"
ST. PAUL OF THE CROSS KARDA MISSION HOSPITAL,"100,800.00"
ST. TERESA MATERNITY & NURSING HOME -KIKUYU,"736,960.00"
ST. THERESA MISSION HOSPITAL KIIRUA,"4,882,026.00"
ST. THOMAS MATERNITY HOSPITAL,"6,880,560.00"
ST. VINCENT DE PAULS HEALTH CENTRE,"386,400.00"
ST.CLARE'S KAPLONG MISSION HOSPITAL,"9,840,260.00"
ST.CORNELS MEDICAL CENTRE LIMITED,"510,720.00"
ST.JAMES INFIRMARY BUSIA LIMITED,"1,514,240.00"
ST.JOHN PAUL II AVI MATERCARE HOSPITAL,"144,480.00"
ST.JOHN THE BAPTIST -METABURO,"129,996.00"
ST.JOHN'S HOSPITAL LIMITED - JUJA,"483,840.00"
ST.JOHN'S MISSION HOSPITAL SIRENDE,"36,960.00"
ST.MARKS ZILIPAH MEDICAL CENTRE KAKAMEGA,"78,400.00"
ST.MARY'S MISIKHU MISSION HOSPITAL,"1,169,760.00"
ST.OSWALD MEDICAL CENTER,"17,920.00"
ST.PATRICKS NURSING HOME-NARUMORU,"71,680.00"
ST.RITA HOSPITAL TIMAU,"499,520.00"
ST.SCHOLASTICA MISSION HOSPITAL ELDORET,"1,307,040.00"
STAR CHILDREN HOSPITAL,"183,680.00"
STAR SPECIALIST HOSPITAL LIMITED,"982,240.00"
SUBA SUB-COUNTY HOSPITAL,"1,360,640.00"
SUHEYLA PHARMACEUTICALS & MEDICAL CENTRE,"336,000.00"
SULTAN HAMUD SUB COUNTY HOSPITAL,"991,200.00"
SUMMIT MEDICARE (CHEPILAT),"8,960.00"
SUMMIT MEDICARE LIMITED NYANSIONGO,"3,208,800.00"
SUMMIT MEDICARE LTD-CHEPILAT,"1,398,640.00"
SUMMIT ORTHOPEDICS AND SURGICAL HOSPITAL LIMITED,"6,587,840.00"
SUREPOINT MEDICAL CENTRE LTD,"1,621,760.00"
SURVEY DISPENSARY,"10,000.00"
SYNERGY CLINICS - UGUNJA,"159,750.00"
SYNERGY CLINICS LIMITED,"2,810,720.00"
TABAKA MISSION HOSPITAL,"26,849,599.00"
TAHRIR HEALTHCARE SERVICES LIMITED,"342,720.00"
TAKABA NOMADIC MOBILE,"60,000.00"
TAKABA NURSING HOME LIMITED,"20,160.00"
TAKWIR NURSING HOME LIMITED,"383,040.00"
TAMANI MEDICAL CENTRE LIMITED,"151,200.00"
TAMBACH SUB-COUNTY HOSPITAL,"29,825.00"
TANAKA NURSING HOME BUSIA,"1,906,030.00"
TAQWA NURSING HOME,"2,943,520.00"
TARU DISPENSARY,"20,000.00"
TAVETA SUB-COUNTY HOSPITAL,"21,300.00"
TAWFIQ HOSPITAL,"1,664,090.00"
TAWHEED COMMUNITY NURSING HOME,"319,200.00"
TAWHEED COMMUNITY NURSING HOME HOLA,"571,200.00"
TAYYIBA MEDICAL CENTRE,"3,824,800.00"
TENDERCARE HOSPITAL LIMITED,"20,160.00"
TENWEK HOSPITAL,"46,567,578.00"
TERMARY HEALTHCARE,"5,354,119.00"
TESO SUB-COUNTY HOSPITAL,"772,800.00"
TESORIE HEALTH CENTRE,"8,960.00"
TESORIE NURSING HOME LTD,"20,160.00"
TETRAGRAMMATON LIMITED,"10,650.00"
TEXAS CANCER CENTRE NAIROBI WEST,"4,325,700.00"
THAGANA COUNTY MEDICAL CENTRE,"4,117,680.00"
THE AGA KHAN HOSPITAL - KISUMU,"1,249,014.00"
THE AGA KHAN HOSPITAL MOMBASA,"507,426.00"
THE AGA KHAN UNIVERSITY HOSPITAL NAIROBI,"6,119,909.27"
THE AVENUE MEDICAL & DIAGNOSTIC CENTRE MAUA,"3,209,120.00"
THE AVENUE MEDICAL AND DIAGNOSTIC CENTRE.,"1,162,560.00"
THE BALOZI HOSPITAL LIMITED,"625,520.00"
THE BILAL HOSPITAL LIMITED,"425,600.00"
THE CHERANGANY HOSPITAL LIMITED,"4,449,330.00"
THE CLIN-EVE HOSPITAL LIMITED,"1,491,840.00"
THE COVENANT HOSPITAL LIMITED,"2,002,560.00"
THE CRITERION HOSPITAL LIMITED,"87,360.00"
THE DAWAMEDS HOSPITAL LIMITED,"554,399.00"
THE GATEWAY DIAGNOSIS AND HEALTHCARE SERVICES,"284,480.00"
THE GODS FAVOUR MEDICAL CLINIC,"8,960.00"
THE GRAND MTWAPA HOSPITAL LTD,"24,640.00"
THE KAREN HOSPITAL LIMITED,"3,140,120.00"
THE KITUI HOSPITAL,"3,157,840.00"
THE MAKUENI DOCTORS PLAZA LIMITED,"1,059,590.00"
THE MANDERA HOSPITAL LIMITED,"291,200.00"
THE MATER HOSPITAL,"11,252,026.00"
THE MATUU HOSPITAL LIMITED,"3,781,680.00"
THE MOMBASA HOSPITAL ASSOCIATION,"1,404,334.00"
THE NAIROBI FAMILY HOSPITAL AND CLINICS- KISII,"403,200.00"
THE NAIROBI HOSPITAL,"3,361,920.00"
THE NAIROBI SOUTH HOSPITAL LTD,"557,210.00"
THE NAIROBI WEST HOSPITAL - RUIRU,"81,760.00"
THE NAIROBI WOMEN\'S HOSPITAL KITENGELA,"433,440.00"
THE NAIROBI WOMEN\'S HOSPITAL NAIVASHA,"1,501,920.00"
THE NAIROBI WOMENS HOSPITAL -MERU,"375,200.00"
THE NAIROBI WOMENS HOSPITAL HURLINGHAM,"568,400.00"
THE NAIROBI WOMENS HOSPITAL NAKURU CBD,"342,720.00"
THE NAKURU SPECIALIST HOSPITAL LTD(CANCER & INFECTIOUS DESEASE),"23,398,039.00"
THE NANYUKI HOSPITAL LTD,"2,358,160.00"
THE NOMAD GYNO HOSPITAL,"567,840.00"
THE NYALI CHILDREN HOSPITAL,"577,920.00"
THE PINE HOSPITAL LIMITED,"1,308,760.00"
THE POLYCLINIC HOSPITAL,"1,644,160.00"
THE RETREAT LIMITED,"2,217,599.00"
THE RETREAT LTD NGONG ANNEX,"1,993,600.00"
THE RIVER JORDAN MEDICAL CENTER MAUNGU,"199,360.00"
THE RIVER JORDAN MEDICAL CENTRE LTD,"1,707,720.00"
THE SAGANA COTTAGE HOSPITAL,"4,781,280.00"
THE SALWA HOSPITAL LIMITED,"1,093,120.00"
THE SANURA MEDICAL CENTRE,"754,880.00"
THE SAVANNAH HOSPITAL LIMITED,"89,600.00"
THE TALA HOSPITAL LIMITED,"190,400.00"
THE TANA HOSPITAL LIMITED,"150,080.00"
THE THIKA SAM'S HOSPITAL(ANNEX) LTD,"12,785,920.00"
THE VETERAN MISSION HOSPITALS LIMITED,"253,160.00"
THE WHITE CRESCENT HOSPITAL,"384,720.00"
THE WHITE CRESCENT HOSPITAL LIMITED,"2,742,070.00"
THIKA COUNTY REFERRAL HOSPITAL,"49,118,096.00"
THIKA DIALYSIS CENTRE,"85,200.00"
THIKA NURSING HOME HOSPITAL LTD,"693,840.00"
THIKA NURSING HOMES LTD,"403,200.00"
TIGONI SUB-COUNTY HOSPITAL,"7,219,280.00"
TIMAU SUB-COUNTY HOSPITAL,"180,000.00"
TIMBOROA HEALTH CENTRE,"381,000.00"
TIONYCARE HOSPITAL LIMITED,"624,960.00"
TISINYE HEALTH CENTRE,"98,560.00"
TOP CARE ORTHOPAEDIC AND TRAUMA CENTRE LIMITED,"2,116,800.00"
TOP HILL BRAIN AND SPINE HOSPITAL,"15,196,339.00"
TOPCARE NURSING HOME,"3,456,880.00"
TOPCARE SUBUKIA MEDICAL CENTRE,"208,320.00"
TOWNSHIP COTTAGE HOSPITAL LIMITED,"1,926,960.00"
TRANSCEND EYE HOSPITAL LTD,"235,198.00"
TRINITY CARE CENTRE LTD,"342,720.00"
TRINITY MISSION HOSPITAL LESERU,"1,430,240.00"
TROPICAL NURSING HOME KAKAMEGA,"8,960.00"
TUIKUT HEALTH CENTRE,"1,043,840.00"
TULAH MEDICAL SERVICES,"2,087,680.00"
TUMAINI INTERNATIONAL ORGANIZATION MEDICAL CLINIC,"248,640.00"
TURBO SUB-COUNTY HOSPITAL,"210,010.00"
TUTINI DISPENSARY,"10,000.00"
UHUYI DISPENSARY,"90,000.00"
UJAMAA LIKONI NURSING HOME USENGE,"11,200.00"
ULANDA MISSION HEALTH CENTRE,"507,040.00"
ULTRA KATHIANI HOSPITAL LIMITED,"10,080.00"
ULTRA KATHIANI HOSPITAL LIMITED-MITABONI,"2,820,160.00"
UMI MEDICAL CENTRE LIMITED,"1,137,920.00"
UMOJA HOSPITAL LIMITED,"463,680.00"
UMOJA THREE MEDICAL CENTRE,"224,000.00"
UNISON MEDICAL CENTRE,"714,560.00"
UNIVERSAL FAMILY HEALTH SERVICES.,"639,540.00"
UNIVERSITY OF NAIROBI DENTAL PLAZA,"145,600.00"
UNJIRU HEALTH CENTRE,"50,000.00"
URENGA HEALTH CENTRE,"370,000.00"
UYAWI SUB-COUNTY HOSPITAL,"211,680.00"
VALLEY SPRINGS HEALTHCARE,"10,650.00"
VENOMA MEDICAL AND REPRODUCTIVE HEALTH SERVICES CLINIC,"54,800.00"
VIHIGA COUNTY REFERRAL HOSPITAL,"2,518,105.00"
VIKAM HOSPITAL MASENO LTD,"2,150,400.00"
VINEYARD HOSPITAL LTD,"4,590,840.00"
