Provider,Amount
824 ROYO HOSPITAL LTD,"1,185,540.00"
825 NEW MANYALO NURSING HOME,"1,184,960.00"
826 HAAB MEDICAL CENTRE,"1,178,080.00"
827 MOGONGA MEDICAL AND DIAGNOSTIC CENTRE,"1,176,000.00"
828 KABARTONJO SUB-COUNTY HOSPITAL,"1,175,695.00"
829 CENTRUMBERLINER MEDICAL CENTRE,"1,174,640.00"
830 AYNUN NURSING HOME LIMITED,"1,173,760.00"
831 KINARA HOSPITAL,"1,173,040.00"
832 BASIR NURSING HOME LIMITED,"1,171,520.00"
833 BIFLE MEDICAL CENTRE LIMITED,"1,171,520.00"
834 NAIRAGIE ENKARE HEALTH CENTRE,"1,170,000.00"
835 FAITH MODEL MEDICAL CENTRE,"1,167,040.00"
836 CANCER CARE INTERNATIONAL,"1,165,610.00"
837 BANISA NURSING HOME LTD,"1,164,800.00"
838 RINGA COMMUNITY HOSPITAL LIMITED,"1,164,800.00"
839 ISMC SERVICES HOSPITAL,"1,163,840.00"
840 SALAMA YARD MEDICAL CENTER LAB &amp; MATERNITY,"1,162,400.00"
841 NG'IYA COMMUNITY HOSPITAL LIMITED,"1,161,200.00"
842 COMRADE NURSING HOME,"1,160,320.00"
843 BAHATI SUB-COUNTY HOSPITAL,"1,160,240.00"
844 MATUU SUB-COUNTY HOSPITAL,"1,158,620.00"
845 TARAMA NURSING HOME LIMITED,"1,151,360.00"
846 CONSOLATA HOSPITAL GITORO,"1,146,320.00"
847 NAITIRI JAMBO MEDICAL CLINIC,"1,144,480.00"
848 AFYAPOINT MEDICARE LIMITED -ANNEX,"1,142,400.00"
849 SIPILI MATERNITY AND NURSING HOME,"1,142,080.00"
850 KATULO LIFE CARE HOSPITAL LIMITED,"1,140,160.00"
851 MASII MEDICAL CENTRE,"1,140,160.00"
852 BULLA AFIA MEDICAL CENTRE LIMITED,"1,137,920.00"
853 SULTAN HAMUD SUB COUNTY HOSPITAL,"1,135,920.00"
854 ORUBA NURSING &amp; MATERNITY HOME,"1,135,520.00"
855 PEJMED ULTRACARE SPECIALIST HOSPITAL LTD,"1,131,200.00"
856 AL-ISHRAQ NURSING HOME LIMITED,"1,130,000.00"
857 ORESI SUB-COUNTY HOSPITAL,"1,130,000.00"
858 WAJIR CENTRAL NURSING HOME,"1,128,960.00"
859 QOBO NURSING HOME LIMITED,"1,128,960.00"
860 KHWISERO HEALTH CENTRE,"1,125,681.00"
861 BURA SUB-COUNTY HOSPITAL,"1,124,960.00"
862 HUNTER MEDICAL CENTRE RUNYENJES,"1,113,280.00"
863 DAWAFRONT PHARMACY AND CLINIC,"1,113,280.00"
864 GOT KOJOWI HEALTH CENTRE,"1,108,800.00"
865 SHAFFI HOSPITAL LIMITED,"1,102,080.00"
866 DARARA HEALTH CENTRE LIMITED,"1,102,080.00"
867 ELWAK DAWAHILL MEDICAL CENTRE LIMITED,"1,100,880.00"
868 MEDINA MEDICARE HOSPITAL LIMITED- HOLA,"1,100,550.00"
869 KIHARA SUB-COUNTY HOSPITAL,"1,100,000.00"
870 NYAMASE MEDICAL CLINIC,"1,099,840.00"
871 THE POLYCLINIC HOSPITAL,"1,099,040.00"
872 DARUSALAAM HOSPITAL,"1,098,760.00"
873 NAZARETH RUIRU HOSPITAL,"1,096,640.00"
874 FAYA MEDICAL CENTRE LIMITED,"1,095,360.00"
875 CHARITY MEDICAL HOSPITAL,"1,092,970.00"
876 MOCHENWA ROYAL - SUMMIT HEALTHCARE,"1,088,880.00"
877 HIGHGATE HEALTHCARE LIMITED,"1,081,920.00"
878 SAINT BRIDGET HOSPITAL LTD,"1,076,320.00"
879 RFH HEALTHCARE -KIAMBU ROAD,"1,076,000.00"
880 THE NAIROBI WOMENS HOSPITAL - NAKURU,"1,075,671.38"
881 ST PAUL'S DAWA MEDICAL CLINIC,"1,075,200.00"
882 EVANS HEALTHCARE CLINIC LTD,"1,071,962.00"
883 MUQIM NURSING HOME LIMITED,"1,070,720.00"
884 AL-FALAH NURSING HOME LIMITED,"1,068,480.00"
885 MARACHI HEALTHCARE,"1,068,480.00"
886 REYSANE MEDICAL CENTRE,"1,057,280.00"
887 ALMOND NURSING HOME,"1,057,280.00"
888 MED25 INTERNATIONAL KENYA,"1,056,080.00"
889 KWALE SUB-COUNTY REFERRAL HOSPITAL,"1,055,560.00"
890 LIBERTY CANCER AND WELLNESS CENTRE,"1,055,162.00"
891 AL AHLI NURSING HOME LIMITED,"1,055,040.00"
892 ST JAIRUS HOSPITAL,"1,053,760.00"
893 OMOREMBE COMMUNITY HOSPITAL LIMITED,"1,053,680.00"
894 THE COVENANT HOSPITAL LIMITED,"1,052,880.00"
895 THE GABANO HOSPITAL,"1,047,200.00"
896 THIRD WORLD HOSPITAL LIMITED - KWALE,"1,046,080.00"
897 MBASSY MEDICAL CENTRE LIMITED,"1,046,080.00"
898 MOTHER SOLBRIT HEALTH CENTRE,"1,043,840.00"
899 NEPHROCARE CLINIC LIMITED,"1,043,700.00"
900 KIMATHI MEDICAL SERVICES KARABA,"1,040,720.00"
901 TOWFIQ NURSING HOME LIMITED,"1,039,360.00"
902 MILLENNIUM MEDICAL CENTRE ETAGO,"1,039,360.00"
903 INGOTSE MISSION HEALTH CENTRE,"1,036,560.00"
904 WAJIRWEST ROADSIDE MEDICAL LIMITED,"1,032,640.00"
905 QUEEN RIVERS MEDICAL CENTRE,"1,032,640.00"
906 THE SUMMER SPRING NURSING HOME LIMITED,"1,030,400.00"
907 PROF.LUCAS COMMUNITY HEALTH SYSTEM,"1,030,400.00"
908 IGEGANIA SUB-COUNTY HOSPITAL,"1,029,040.00"
909 BAMA HOSPITAL LLP,"1,027,434.00"
910 SUREPOINT MEDICAL CENTRE LTD,"1,019,200.00"
911 OBER LEVEL 4 HOSPITAL,"1,019,200.00"
912 JED BLOSSOMS HOSPITAL LIMITED,"1,018,960.00"
913 ST. ELIZABETH HOSPITAL CHIGA,"1,017,520.00"
914 MATHORILE NURSING HOME LIMITED,"1,016,960.00"
915 KHAYEGA MEDICAL CLINIC,"1,015,410.00"
916 ALIMAOW NURSING HOME,"1,014,720.00"
917 FORTIS KIDNEY CENTER LIMITED,"1,011,750.00"
918 JAMIA ISLAMIC INTERGRATED HEALTH SERVICES,"1,011,360.00"
919 GETONTIRA MEDICAL CENTRE( NURSING HOME),"1,010,240.00"
920 KALAMAAN MEDICAL CENTER,"1,008,000.00"
921 ALHAYAT NURSING HOME &amp; MATERNITY SERVICES,"1,008,000.00"
922 YVONNE MARIE MEDICAL CENTRE,"1,008,000.00"
923 ASUMBI GIRLS MEDICAL CLINIC,"1,005,760.00"
924 KOJWACH MEDICAL CENTRE LTD,"1,003,520.00"
925 GINGER HOSPITAL LIMITED,"1,001,280.00"
926 LUNGA LUNGA SUB-COUNTY HOSPITAL,"1,000,960.00"
927 MT.ELGON SUB-COUNTY HOSPITAL,"999,520.00"
928 MUTHARA SUB-COUNTY HOSPITAL,"996,560.00"
929 BUTERE COUNTY HOSPITAL,"995,295.00"
930 NYAMIRA JAMII MEDICAL &amp; DIAGNOSTIC CENTRE,"994,560.00"
931 MEDLIFE HEALTHCARE LIMITED,"992,320.00"
932 ST. VINCENT DE PAULS HEALTH CENTRE,"990,960.00"
933 TAMU HEALTH CENTRE,"988,320.00"
934 TANAPOINT MEDICAL CENTRE,"987,840.00"
935 CORNER B HOSPITAL LIMITED,"987,840.00"
936 SKOVIC HEALTH CARE SERVICES LTD - KOPSIRO,"985,600.00"
937 BROTHER ANDRE HOSPITAL LTD,"984,160.00"
938 JALARAM NURSING &amp; MATERNITY HOME,"982,600.00"
939 NTHARE CATHOLIC HEALTH CENTER,"981,840.00"
940 GALBET NURSING HOME LIMITED,"981,120.00"
941 FORTHALL MEMORIAL HOSPITAL LIMITED,"974,920.00"
942 KACHELIBA SUB-COUNTY HOSPITAL,"972,480.00"
943 GATEWAY POINT HOSPITAL LIMITED,"967,680.00"
944 CARE AND CURE HOSPITAL LTD,"967,680.00"
945 TOPCARE NURSING HOME,"961,485.00"
946 AHERO SUB-COUNTY HOSPITAL,"961,440.00"
947 MANAASH NURSING HOME LIMITED,"956,480.00"
948 SHIMBIR MILANO NURSING HOME,"956,480.00"
949 KALKAAL MEDICAL CENTER LIMITED,"954,240.00"
950 MASCO NURSING HOME,"951,520.00"
951 MAMA HABIBA MATERNITY AND NURSING HOME-BANISA,"948,640.00"
952 BRISTOL PARK HOSPITAL-KITENGELA,"948,080.00"
953 THE TANA HOSPITAL LIMITED,"947,520.00"
954 ST GALLEN ONCOLOGY NETWORK,"946,623.00"
955 ABQA ANNEX MEDICAL CENTRE LTD,"945,280.00"
956 BAYPHARM MEDICAL CENTRE,"945,280.00"
957 MATUNGU SUB COUNTY HOSPITAL,"944,320.00"
958 MARIMANTI SUB COUNTY HOSPITAL,"942,800.00"
959 APEX HEAL EYE CENTRE LIMITED,"940,800.00"
960 D.T.C HEALTHCARE LIMITED,"939,600.00"
961 ELDAS SUB-COUNTY HOSPITAL,"937,200.00"
962 JAMBO KIDNEY CARE LIMITED,"937,200.00"
963 DILMANYALEY HEALTH CENTRE,"934,560.00"
964 MWALA SUB-COUNTY HOSPITAL,"933,920.00"
965 HOUSE OF HOPE MEDICAL CENTRE,"930,380.00"
966 ST. CONSOLATA KISUMU HOSPITAL,"927,360.00"
967 YATHRIB NURSING HOME LIMITED,"925,840.00"
968 MAMA ASHA NURSING HOME LIMITED,"925,120.00"
969 EL-SIHA MEDICAL CENTRE LIMITED,"920,640.00"
970 OSCAR SPECIALIST HOSPITAL LIMITED,"916,120.00"
971 BURUJ MEDICAL CLINIC LIMITED,"913,920.00"
972 ELELE NURSING HOME LIMITED,"912,720.00"
973 PORT VICTORIA SUB-COUNTY HOSPITAL,"911,920.00"
974 LAFEYCARE NURSING HOME LIMITED,"911,680.00"
975 BERIL'S GWP MEDICAL CENTER,"909,440.00"
976 GALAXY HOSPITAL LIMITED,"909,320.00"
977 SORI LAKESIDE HOSPITAL-NDHIWA,"909,280.00"
978 MURURI MEDICAL CENTRE LTD,"907,200.00"
979 UZIMA UHAI HEALTH CENTRE,"906,080.00"
980 TOWFIQ MEDICARE,"902,720.00"
981 WARGADUD MEDICAL CENTER,"901,520.00"
982 NYALI BRIDGE MOMBASA HOSPITAL LTD,"900,900.00"
983 MIDRAR MEDICAL CENTRE,"900,480.00"
984 JOTRAM MEDICAL CENTER,"898,800.00"
985 BULLA MPYA NURSING HOME,"898,320.00"
986 MATILIKU SUB-COUNTY HOSPITAL,"896,080.00"
987 R.R.M.T.D ROPMENT MEDICAL CENTRE,"896,000.00"
988 METEITEI SUB-COUNTY HOSPITAL,"887,440.00"
989 LUMAKANDA SUB-COUNTY HOSPITAL,"886,920.00"
990 THE FORK HOSPITAL KENYA,"884,800.00"
991 KANNIKA INTERNATIONAL LTD(HOSPITAL)-TOM MBOYA,"884,220.00"
992 MANDERA COUNTY REFERRAL HOSPITAL,"883,850.00"
993 KIRITIRI MEDICAL HEALTHCARE LTD,"882,140.00"
994 LIMURU NURSING HOME,"881,600.00"
995 GURU NANAK RAMGARHIA HOSPITAL,"881,360.00"
996 TURKWEL HEALTH CENTRE,"881,200.00"
997 NYABOHANSE MEDICAL CENTRE,"881,200.00"
998 DIANI BEACH HOSPITAL - LIKONI,"878,640.00"
999 KERIO HEALTH CENTRE,"878,640.00"
1000 CLISS MEDICAL CENTRE,"873,600.00"
1001 SENYE MEDICAL CENTRE,"872,120.00"
1002 SUMMIT MEDICARE LTD-CHEPILAT,"870,160.00"
1003 BUTE SUB COUNTY HOSPITAL,"869,920.00"
1004 IKUTHA MEDICARE CLINIC,"868,800.00"
1005 MEDINA MEDICARE HOSPITAL LIMITED-WAJIR,"868,000.00"
1006 NASHAD NURSING HOME,"866,880.00"
1007 MUSAB BIN UMEIR NURSING HOME LIMITED,"866,880.00"
1008 TORIC'S NURSING HOME,"866,880.00"
1009 MANDERA WEST NURSING HOME LIMITED,"863,520.00"
1010 TARASAA MEDICAL CENTRE LIMITED,"862,400.00"
1011 BASHEY NURSING HOME LIMITED,"862,400.00"
1012 MUNTASIR NURSING HOME,"860,160.00"
1013 HEALTHY LIFESTYLES WEIGHT LOSS CENTRE LIMITED,"860,000.00"
1014 BREETONS MEDICAL CENTRE LIMITED,"857,920.00"
1015 ST PAULS EMUSONGA MEDICAL CENTRE,"857,920.00"
1016 TAKABA SUB-COUNTY HOSPITAL,"856,240.00"
1017 AN NAJAH MEDICAL CARE LIMITED,"855,680.00"
1018 CAREGIVERS COMMUNITY HOSPITAL,"855,360.00"
1019 HOLY FAMILY HOSPITAL NANGINA,"853,120.00"
1020 BURNT FOREST SUB-COUNTY HOSPITAL,"852,550.00"
1021 LODWAR TUMAINI MEDICAL SERVICES,"852,450.00"
1022 SOUTH C DIALYSIS CENTRE LTD,"852,000.00"
1023 MUTUATI SUB-COUNTY HOSPITAL,"848,880.00"
1024 GIRISSA HEALTH CENTRE,"844,480.00"
1025 PLATINUM HEALTHCARE SERVICES LIMITED,"842,240.00"
1026 MEDICATIA HOSPITAL LIMITED,"841,985.00"
1027 F.S.J ST. THERESA ASUMBI MISSION HOSPITAL,"840,400.00"
1028 SYDO PLUS HEALTH CARE LIMITED,"837,760.00"
1029 CHEBIEMIT SUB COUNTY HOSPITAL,"836,380.00"
1030 KEHANCHA MOTHER &amp; CHILD HOSPITAL,"835,760.00"
1031 AL-JAMIL NURSING HOME LIMITED,"833,280.00"
1032 AL-HUDA NURSING HOME LTD,"831,040.00"
1033 SIBUOCHE MATERNITY &amp; NURSING HOME,"829,840.00"
1034 CALVARY HOPE MEDICAL CENTRE,"828,800.00"
1035 ABIKASHIRO MEDICAL CENTRE LTD,"827,600.00"
1036 TOMBE MEDICARE CENTRE,"826,480.00"
1037 KAKUMA MISSION HOSPITAL,"826,320.00"
1038 BEGGS NURSING HOME LIMITED-MATUNDA,"826,240.00"
1039 AL-MUNIR NURSING HOME LIMITED,"824,320.00"
1040 MASHRIQ MEDICAL CENTRE LIMITED,"822,080.00"
1041 MANDERA NURSING HOME,"822,080.00"
1042 KINGS CARE MEDICAL LIMITED,"822,080.00"
1043 EKALAKALA NURSING HOME LIMITED,"819,840.00"
1044 KEROCURE SPECIALIST MEDICAL CENTRE,"819,840.00"
1045 NAJ HOSPITAL LTD,"818,720.00"
1046 AFYATELE CENTRE,"818,720.00"
1047 NGUVU NURSING HOME,"818,640.00"
1048 NAIDU HOSPITAL LTD,"818,160.00"
1049 OUR LADY OF MERCY KEBIRIGO(IBARA) HEALTH CENTRE,"816,240.00"
1050 KANYANGI SUB-COUNTY HOSPITAL,"809,760.00"
1051 MADONYA MEDICAL CENTRE,"809,680.00"
1052 LWANDANYI HEALTH CENTRE,"809,520.00"
1053 SANTIRO MEDICAL CENTRE COMPANY LIMITED,"808,640.00"
1054 THE HOPE MEDICAL CENTRE AWASI,"807,714.00"
1055 KANAMKEMER SUB-COUNTY HOSPITAL,"805,920.00"
1056 HABASWEIN SUB-COUNTY HOSPITAL,"801,840.00"
1057 BIZET MEDICAL CENTRE,"800,960.00"
1058 BERISAMAAT MEDICAL CENTRE,"797,440.00"
1059 OYANI SUB-COUNTY HOSPITAL,"794,000.00"
1060 BELEVIEW SOUTH HOSPITAL LIMITED,"793,240.00"
1061 KIAMBERE MEDICAL HEALTHCARE LIMITED,"792,960.00"
1062 OASIS SURGICAL CENTRE LIMITED,"792,960.00"
1063 PASTROLCARE MEDICAL CENTRE,"790,720.00"
1064 ST.MONICA'S OBOKE MISSION HEALTH CENTRE,"788,480.00"
1065 SONAK COMMUNITY MEDICAL CENTRE,"787,280.00"
1066 TESO SUB-COUNTY HOSPITAL,"781,840.00"
1067 DAWIDA ANNEX HOSPITAL LIMITED,"779,520.00"
1068 ROYAL BRIDGE HOSPITAL LIMITED,"776,160.00"
1069 TAMANI MEDICAL CENTRE LIMITED,"776,160.00"
1070 KILOME MNH HOSPITAL,"774,510.00"
1071 CONNECTION HEALTH SERVICES LIMITED - MALABA TOWN,"772,840.00"
1072 GURAR HEALTH CENTRE,"772,800.00"
1073 JARBALEY NURSING HOME,"772,800.00"
1074 RIOCHANDA NURSING HOME,"772,800.00"
1075 BANISA SUB COUNTY HOSPITAL,"772,480.00"
1076 YELLOW DENTAL AND NURSING HOME LIMITED,"770,560.00"
1077 CHEBUNYO HEALTH CENTRE,"770,000.00"
1078 ABRAAR HOSPITAL LIMITED,"768,900.00"
1079 CKS DIALYSIS CENTRE - BURUBURU,"766,800.00"
1080 WAJIR COUNTY REFERAL HOSPITAL,"766,090.00"
1081 AL-BUQARI NURSING HOME LIMITED,"766,080.00"
1082 NGURUBANI MEDICAL SERVICES - GATEGI,"766,080.00"
1083 MANAL MEDICAL CENTRE LIMITED,"763,840.00"
1084 BURA TANA NURSING HOME LIMITED,"762,060.00"
1085 AL FOAUD HOSPITAL LTD,"761,600.00"
1086 RHAMU NURSING HOME LIMITED,"761,530.00"
1087 ROYAL VICTORIA HOSPITAL YALA,"760,770.00"
1088 LUKENYA MEDICAL CENTRE,"760,400.00"
1089 TIMBOROA HEALTH CENTRE,"760,000.00"
1090 DEDE HARMONY MEDICAL CENTRE AND MATERNITY HOME LIMITED,"759,360.00"
1091 NEON RAPHA HEALTHCARE CLINIC,"758,560.00"
1092 INTERAIL COMMUNITY HEALTH SERVICES LTD,"757,120.00"
1093 BETHANY HILLCREST HOSPITAL,"756,800.00"
1094 NYATIEKO -GESUSU HEALTH SERVICES,"754,880.00"
1095 ROYAL GREEN NURSING HOME LIMITED,"752,640.00"
1096 FAMILYFIRST MEDICAL CENTRE LIMITED,"751,920.00"
1097 BENGLAD FAMILY CARE CLINIC,"751,440.00"
1098 MWINGI SPECIALIST HOSPITAL,"750,960.00"
1099 THE RHAMU HOSPITAL,"749,600.00"
1100 QASABDEGE HEALTHCARE LIMITED,"749,200.00"
1101 ST. PATRICK HEALTHCARE CENTRE LTD,"746,720.00"
1102 BULLA DANA NURSING HOME,"745,920.00"
1103 WAQILA NURSING HOME LIMITED,"743,680.00"
1104 HASHI MEDICAL CENTRE LIMITED - MURANGA,"743,550.00"
1105 UGINA HEALTH CENTRE,"743,520.00"
1106 KALICHA NURSING HOME LIMITED,"741,440.00"
1107 SHIMPIR CARE NURSING HOME LIMITED,"741,440.00"
1108 PORT FLORENCE COMMUNITY HOSPITAL-AWASI,"739,920.00"
1109 BAREEN HOSPITAL LIMITED,"736,960.00"
1110 ADFAAL KIDS CARE MEDICAL CENTRE LIMITED,"734,720.00"
1111 SHIBWE SUB-COUNTY HOSPITAL,"730,720.00"
1112 RIGOMA MEDICAL CENTRE,"730,240.00"
1113 CARE HOSPITAL LTD,"729,535.00"
1114 SHAAFI NURSING HOME LTD,"728,000.00"
1115 HOPE FOR WIDOWS AND CHILDREN FOUNDATION NURSING HOME,"728,000.00"
1116 CANA HOSPITAL,"726,180.00"
1117 MASIMBA SUB-COUNTY HOSPITAL,"724,720.00"
1118 FAZA SUB-COUNTY HOSPITAL,"724,560.00"
1119 MEDINA HOSPITAL,"723,280.00"
1120 RCEA LOKICHAR HEALTH CENTRE,"719,360.00"
1121 HOLSOMS ANNEX KEUMBU,"718,720.00"
1122 MINTO MEDICAL CENTRE,"717,840.00"
1123 SIRISIA SUB-COUNTY HOSPITAL,"717,790.00"
1124 MAHAT ALLAH NURSING HOME LIMITED,"716,800.00"
1125 RHAMUDIMTU HEALTH CENTRE,"716,800.00"
1126 GOLJO MEDICAL CENTRE LIMITED,"716,800.00"
1127 OTHAYA SUB-COUNTY HOSPITAL,"715,280.00"
1128 CHOROQO NURSING HOME LIMITED,"712,320.00"
1129 EDNAH MEDICAL CENTRE,"709,680.00"
1130 THE AGA KHAN HOSPITAL KISUMU- KISII BRANCH,"708,844.00"
1131 MODOGASHE SUB-COUNTY HOSPITAL,"708,000.00"
1132 NATAHA MEDICAL CENTRE,"707,840.00"
1133 EASTVALLEY NURSING HOME,"707,840.00"
1134 GRANDSTAR MEDICARE CENTER MOGONGA,"706,640.00"
1135 MEDIHEAL HOSPITAL AND FERTILITY CENTRE LTD ELDORET,"705,600.00"
1136 OJELE MEMORIAL HOSPITAL,"705,600.00"
1137 MASABA HOSPITAL LTD MASENO,"704,400.00"
1138 SOLAYA MEDICAL CENTER LIMITED,"704,400.00"
1139 KOROWE HIGHWAY HOSPITAL,"703,360.00"
1140 BESHARA STREET NURSING HOME,"702,000.00"
1141 DADAAB MEDICAL CENTRE LIMITED,"697,920.00"
1142 NYAMAIYA MEDICAL CENTRE LIMITED,"697,680.00"
1143 BURGUBUD NURSING HOME LTD,"696,640.00"
1144 WANANCHI JAMII HOSPITAL LIMITED,"695,280.00"
1145 MULTIHEALTH NURSING HOME,"694,400.00"
1146 SAMA KAAB NURSING HOME LIMITED,"694,400.00"
1147 MAGUTUNI SUB-COUNTY HOSPITAL,"694,240.00"
1148 GITHER HEALTH CENTRE,"692,960.00"
1149 NAROMORU LEVEL 4 HOSPITAL,"692,740.00"
1150 WESU SUB-COUNTY HOSPITAL,"692,160.00"
1151 DAWAFRONT HEALTHCARE SERVICES - LOLWE,"692,160.00"
1152 SORI LAKESIDE HOSPITAL ANNEX-NYATIKE,"690,800.00"
1153 MILUKI HEALTH CENTRE,"690,640.00"
1154 NDETANI OLIVE HEALTHCARE SERVICES,"690,000.00"
1155 GARGAAR MEDICAL CENTRE &amp; NURSING HOME LIMITED,"688,720.00"
1156 RONAY NURSING HOME LIMITED,"687,680.00"
1157 CHALBEAT MEDICAL CENTRE,"687,680.00"
1158 RANEN OCHUNA MEDICAL CENTRE,"687,680.00"
1159 GAGABA NURSING HOME LTD,"686,320.00"
1160 SAMARA MEDICAL CENTRE,"685,440.00"
1161 LORENZA MEDICAL CENTRE,"685,440.00"
1162 AFYA HILL MEDICAL CENTRE,"685,280.00"
1163 MATUNDA MATERNITY HOME,"684,960.00"
1164 RORET SUB-COUNTY HOSPITAL,"680,480.00"
1165 KISII FAMILY MEDICAL CENTRE LIMITED-ANNEX,"678,720.00"
1166 BUNA NURSING HOME,"674,240.00"
1167 DARUL IMAN NURSING HOME LIMITED,"674,240.00"
1168 RAKEDENN MEDICAL CENTRE,"674,240.00"
1169 WADAJIR MEDICAL CENTRE LIMITED,"672,000.00"
1170 KIUSYANI MEDICARE LIMITED,"672,000.00"
1171 SCION HEALTHCARE- KWA NJENGA,"671,520.00"
1172 LAKOLE MEDICAL CENTRE,"669,760.00"
1173 ST. CLARES BOLO MISSION HEALTH CENTRE,"669,440.00"
1174 EL-ROBA MEDICARE,"667,760.00"
1175 TAYSIR NURSING HOME LIMITED,"667,520.00"
1176 MEDISICA MEDICAL CLINIC,"667,520.00"
1177 NAWAAL NURSING HOME LIMITED,"665,280.00"
1178 DESERTVIEW HEALTHCARE SERVICES,"663,040.00"
1179 TIMELINE HEALTHCARE LIMITED,"660,800.00"
1180 RUNYENJES SUB-COUNTY HOSPITAL,"660,160.00"
1181 ZUMAARA MEDICAL CENTRE LIMITED,"658,560.00"
1182 NDEGE NURSING HOME LIMITED,"656,320.00"
1183 DABAA NURSING HOME LIMITED,"656,320.00"
1184 HAPSA MEDICAL CENTRE,"656,320.00"
1185 TIBUPOA MEDICAL CENTRE LIMITED,"656,320.00"
1186 MAVOKO SNP HEALTH CENTRE,"655,680.00"
1187 SHREE SWAMINARAYAN HOSPITAL,"655,200.00"
1188 MARIA TERESA NUZZO HEALTH CENTRE,"654,080.00"
1189 ASPRO MEDECOL SOLUTION LIMITED,"654,080.00"
1190 MARPE MEDICENTRE,"654,080.00"
1191 GARISSA DOCTORS CLINIC LIMITED,"652,720.00"
1192 MALIFISA HOSPITAL LIMITED,"651,840.00"
1193 SHUBWARABE NURSING HOME LIMITED,"651,840.00"
1194 LUBNAN NURSING HOME LIMITED,"651,840.00"
1195 MOIS BRIDGE HEALTH CENTRE,"650,000.00"
1196 MUMIAS-WEST HEALTH CARE,"649,600.00"
1197 MUTHALE MISSION HOSPITAL,"649,440.00"
1198 NEBOI NURSING HOME LIMITED,"645,120.00"
1199 ROMBO HEALTH CENTRE,"645,120.00"
1200 FINA NURSING HOME,"645,120.00"
1201 AFYA INTERNATIONAL HOSPITAL,"643,760.00"
1202 LANASETS MEDICAL CLINIC AND REFERAL LABORATORY LIMITED,"642,880.00"
1203 KAPSOKWONY FAMILYCARE MEDICAL CENTRE,"642,880.00"
1204 BETH MEDICAL SERVICES,"640,640.00"
1205 MINTO FAMILY HEALTHCARE SERVICES,"640,640.00"
1206 AHAVA MEDICAL CENTRE,"639,210.00"
1207 MEDSWELLS PHARMACY AND MEDICAL CENTRE,"638,400.00"
1208 LUMUMBA SUB-COUNTY HOSPITAL,"637,920.00"
1209 GARISSA MOTHER AND CHILD HEALTH CARE,"637,040.00"
1210 KHOROF HARAR NURSING HOME LIMITED,"636,160.00"
1211 AL-BAQARAH NURSING HOME LIMITED,"636,160.00"
1212 LWALA COMMUNITY HEALTH CENTRE,"633,360.00"
1213 MIRAJ MEDICAL CENTRE,"632,720.00"
1214 LEGACY FAMILY HEALTH OPTION MULOT,"632,720.00"
1215 ST. GEORGES MEDICAL CENTRE,"632,720.00"
1216 MANOTI TUMAINI MEDICAL CENTRE,"632,720.00"
1217 LADNAN HOSPITAL ELWAK,"631,680.00"
1218 RONGO SUB-COUNTY HOSPITAL,"631,680.00"
1219 JOSHICARE MEDICAL CENTRE,"631,680.00"
1220 OSMAN MEDICAL SERVICES,"631,520.00"
1221 ALUPE SUB-COUNTY HOSPITAL,"630,480.00"
1222 PHINAL COMMUNITY MEDICAL CENTRE,"630,320.00"
1223 HILLVIEW NURSING HOME TAKABA LIMITED,"629,440.00"
1224 TANAJA HOSPITAL LIMITED,"626,000.00"
1225 KISIMA DIAGNOSTIC AND TREATMENT CENTRE LIMITED,"624,800.00"
1226 MOKOWE SUB COUNTY HOSPITAL,"623,440.00"
1227 ST. JOSEPHS MISSION HOSPITAL KILGORIS,"623,200.00"
1228 LIKONI SUB-COUNTY HOSPITAL,"621,940.00"
1229 RIYAAD MEDICAL CENTRE LIMITED,"620,480.00"
1230 SISIT MEDICAL SERVICES LIMITED,"620,480.00"
1231 MAKHONGE DISPENSARY,"619,998.00"
1232 HEALTHGATE HOSPITAL LTD,"618,720.00"
1233 MADYAN NURSING HOME LIMITED,"618,240.00"
1234 MELLYVAN HOSPITAL,"618,240.00"
1235 DANYA MEDICAL CENTRE LIMITED,"618,240.00"
1236 ZION AHADI MEDICLINIC,"616,720.00"
1237 HILL WOOD HEALTH CARE LIMITED,"616,000.00"
1238 NORTHLAND SPECIALIST HOSPITAL LTD,"616,000.00"
1239 HEALTHRIGHT COMMUNITY MEDICAL CENTRE,"616,000.00"
1240 RASMI NURSING HOME LIMITED,"613,760.00"
1241 ESERIAN FAMILY HOSPITAL,"613,760.00"
1242 THE NAIROBI FAMILY AND MATERNITY HOSPITAL-NYAMIRA GYNOCARE,"610,240.00"
1243 AL RAHMAN NURSING HOME LTD,"609,280.00"
1244 MARIGAT CATHOLIC MISSION HEALTH CENTRE,"606,720.00"
1245 LANGATA HOSPITAL LTD,"606,582.00"
1246 THE NOMAD GYNO HOSPITAL,"604,800.00"
1247 DR.AYOMA OJWANG MEMORIAL MEDICAL CENTRE,"604,800.00"
1248 FADHILI MEDICAL CENTRE,"603,600.00"
1249 MAKHONGE HEALTH CENTRE,"602,640.00"
1250 KOTULO MEDICARE LIMITED,"602,560.00"
1251 WESTANA MEDICAL CENTRE &amp; DENTAL SPECIALISTS LIMITED,"602,560.00"
1252 MEDSTOPS HEALTHCARE KENYA LIMITED-IKONGE,"602,560.00"
1253 ALLIANCE MEDICAL CENTRE LTD GARISSA,"602,410.00"
1254 FAMZAHRA MATERNITY LIMITED,"600,320.00"
